sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_surprisal,xlnet_large_cased_surprisal,bert_large_cased_surprisal,roberta_large_surprisal
"She is determined, and he is undetermined too.",determined-undetermined,y,pm,n,fm,0.0;-3.225691318511963;-10.408360958099365;-1.890986442565918;-5.040948390960693;-1.2655153274536133;-13.785386562347412;-7.011030197143555;-0.7323360443115234,0.0;-9.665458679199219;-14.07619857788086;-2.9416770935058594;-9.271087646484375;-9.204727172851562;-26.996524810791016;-10.843042373657227;-7.146650314331055,-0.46833229064941406;-0.06896400451660156;-5.8419389724731445;-1.1264839172363281;-1.1793079376220703;-0.10643577575683594;-6.882831573486328;-3.6442270278930664;-0.0127410888671875,-1.9914588928222656;-0.0877838134765625;-3.6099510192871094;-1.438873291015625;-4.842437744140625;-0.231292724609375;-5.895298004150391;-1.7931060791015625;-0.04079437255859375
"She is undetermined, and he is determined too.",determined-undetermined,y,mp,n,fm,0.0;-3.225691318511963;-18.82162857055664;-2.3167037963867188;-5.334989547729492;-1.5723085403442383;-5.920345306396484;-7.270975112915039;-1.0029211044311523,0.0;-7.324485778808594;-32.70368194580078;-3.0459632873535156;-5.501811981201172;-5.2398681640625;-10.819080352783203;-6.703075408935547;-5.54473876953125,-1.6380643844604492;-0.17604351043701172;-6.8552093505859375;-1.652756690979004;-0.9407825469970703;-0.09892845153808594;-6.571208953857422;-5.013168811798096;-0.020723342895507812,-2.201427459716797;-0.1761322021484375;-6.631931304931641;-1.729278564453125;-1.7648696899414062;-0.21857452392578125;-7.193004608154297;-1.6085548400878906;-0.04822540283203125
"She is not determined, and he is determined too.",determined-undetermined,y,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-13.24739933013916;-2.6593589782714844;-4.921827793121338;-1.2019147872924805;-2.892732620239258;-6.310039043426514;-0.9306783676147461,0.0;-7.909538269042969;-2.0307998657226562;-9.559467315673828;-3.234872817993164;-5.068611145019531;-4.265449523925781;-8.684808731079102;-10.343708038330078;-6.306694030761719,-0.6286935806274414;-0.03704071044921875;-6.256641864776611;-5.644445896148682;-1.5367860794067383;-0.7336721420288086;-0.06911182403564453;-3.0385522842407227;-2.05727481842041;-0.02530670166015625,-0.27539825439453125;-0.1439056396484375;-8.765743255615234;-8.517955780029297;-1.63031005859375;-0.49691009521484375;-0.3188018798828125;-6.39422607421875;-1.8305015563964844;-0.10936737060546875
"She is not undetermined, and he is undetermined too.",determined-undetermined,y,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-20.38206434249878;-2.1978092193603516;-5.21934700012207;-1.4924001693725586;-7.035393714904785;-5.727672100067139;-1.1324224472045898,0.0;-6.874195098876953;-5.671123504638672;-30.59166717529297;-2.9171104431152344;-5.683040618896484;-6.904476165771484;-24.612442016601562;-8.663642883300781;-3.2261695861816406,-0.9800291061401367;-0.03006744384765625;-5.396703720092773;-0.11215877532958984;-0.8730945587158203;-0.8852701187133789;-0.03256416320800781;-0.01232147216796875;-1.8298845291137695;-0.02754974365234375,-0.3661956787109375;-0.10198974609375;-5.0939483642578125;-0.253631591796875;-1.1956405639648438;-0.9280319213867188;-0.220062255859375;-0.07026290893554688;-2.7010345458984375;-0.03505706787109375
"She is not determined, and he is undetermined too.",determined-undetermined,y,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-13.24739933013916;-2.6593589782714844;-4.921827793121338;-1.2019147872924805;-10.118329048156738;-6.846349716186523;-0.7958202362060547,0.0;-8.14346694946289;-3.7393686771392822;-10.294939041137695;-3.1613807678222656;-4.619146347045898;-7.525066375732422;-23.210464477539062;-9.402299880981445;-6.385110855102539,-1.195882797241211;-0.04600048065185547;-5.541369915008545;-7.404297351837158;-1.1392574310302734;-1.2434749603271484;-0.11563777923583984;-4.401569366455078;-4.463451385498047;-0.014820098876953125,-2.3807716369628906;-0.11182403564453125;-2.849292755126953;-4.670799255371094;-0.32068634033203125;-2.7478408813476562;-0.32308197021484375;-0.3998146057128906;-0.6043624877929688;-0.0522003173828125
"She is not undetermined, and he is determined too.",determined-undetermined,y,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-20.38206386566162;-2.197808265686035;-5.219346046447754;-1.4924001693725586;-6.302419662475586;-8.11352825164795;-1.223501205444336,0.0;-7.369632720947266;-4.329597473144531;-34.136192321777344;-3.284343719482422;-4.505121231079102;-5.578071594238281;-8.957771301269531;-7.322010040283203;-5.01481819152832,-2.566556930541992;-0.033331871032714844;-4.760166645050049;-6.363299369812012;-1.2201528549194336;-2.3013381958007812;-0.10203075408935547;-6.338041305541992;-4.868930339813232;-0.021862030029296875,-5.301036834716797;-0.1541290283203125;-2.1750450134277344;-6.305477142333984;-0.7330398559570312;-5.563423156738281;-0.22885894775390625;-5.157871246337891;-0.6086502075195312;-0.04613494873046875
"He is manageable, and she is manageable too.",manageable-unmanageable,y,pp,n,mf,0.0;-3.1556758880615234;-15.882742881774902;-1.9006729125976562;-6.535889625549316;-1.7822456359863281;-6.483151435852051;-3.480741500854492;-0.8136386871337891,0.0;-11.236048698425293;-25.297700881958008;-2.7092485427856445;-7.205572128295898;-5.750940322875977;-13.669767379760742;-4.85086727142334;-8.564579010009766,-0.7547578811645508;-0.04695320129394531;-0.15481090545654297;-0.5415534973144531;-0.8735170364379883;-0.016977310180664062;-0.02930450439453125;-0.31549835205078125;-0.017192840576171875,-0.2597503662109375;-0.13189697265625;-0.5104026794433594;-0.14154815673828125;-0.42786407470703125;-0.13700103759765625;-3.5123138427734375;-0.12126922607421875;-0.0418548583984375
"He is unmanageable, and she is unmanageable too.",manageable-unmanageable,y,mm,n,mf,0.0;-3.1556758880615234;-16.671798706054688;-1.8453750610351562;-5.712401390075684;-1.491511344909668;-4.964423179626465;-3.467970848083496;-0.8235673904418945,0.0;-5.682899475097656;-47.972198486328125;-3.3115768432617188;-10.665325164794922;-3.5310630798339844;-41.415443420410156;-9.348846435546875;-5.302227020263672,-0.4677724838256836;-0.038112640380859375;-0.10750389099121094;-0.36767005920410156;-0.7836990356445312;-0.016641616821289062;-0.0015010833740234375;-0.2925291061401367;-0.029127120971679688,-0.147613525390625;-0.06630706787109375;-0.0695037841796875;-0.38025665283203125;-0.21651458740234375;-0.15201568603515625;-0.0013580322265625;-0.10559844970703125;-0.065643310546875
"He is manageable, and she is unmanageable too.",manageable-unmanageable,y,pm,n,mf,0.0;-3.1556758880615234;-15.882742881774902;-1.9006729125976562;-6.535889625549316;-1.7822456359863281;-10.505715370178223;-7.801027297973633;-0.7717618942260742,0.0;-9.711158752441406;-17.946758270263672;-2.9167442321777344;-6.938383102416992;-7.176172256469727;-37.936973571777344;-14.399839401245117;-7.226398468017578,-0.6028890609741211;-0.05725288391113281;-4.175156593322754;-1.75177001953125;-0.8423500061035156;-0.0387420654296875;-0.03377532958984375;-0.9921979904174805;-0.02367401123046875,-5.4151458740234375;-0.07424163818359375;-7.161884307861328;-2.5889205932617188;-6.173789978027344;-0.17275238037109375;-0.0742340087890625;-2.0119171142578125;-0.05068206787109375
"He is unmanageable, and she is manageable too.",manageable-unmanageable,y,mp,n,mf,0.0;-3.1556758880615234;-16.671796798706055;-1.8453760147094727;-5.712401390075684;-1.4915103912353516;-8.291105270385742;-6.77249813079834;-0.652928352355957,0.0;-9.986331939697266;-53.4480037689209;-2.795177459716797;-8.70121955871582;-4.455680847167969;-13.948812484741211;-7.225722312927246;-8.801759719848633,-0.5500726699829102;-0.05085182189941406;-0.11139297485351562;-1.082688331604004;-1.2957544326782227;-0.0678415298461914;-4.022735595703125;-2.10361385345459;-0.023374557495117188,-4.1556396484375;-0.0743255615234375;-0.07611083984375;-1.4885635375976562;-2.151580810546875;-0.18888092041015625;-10.38446044921875;-1.2761459350585938;-0.05994415283203125
"He is not manageable, and she is manageable too.",manageable-unmanageable,y,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-17.183119773864746;-1.7140674591064453;-5.994804382324219;-1.5669918060302734;-9.118947982788086;-4.688864231109619;-0.7919692993164062,0.0;-8.18295669555664;-5.652780532836914;-18.449365615844727;-3.0050926208496094;-7.087245941162109;-5.254589080810547;-13.44528579711914;-8.317559242248535;-5.556436538696289,-0.7974739074707031;-0.015522003173828125;-3.4910478591918945;-0.19071674346923828;-1.0660791397094727;-0.9613513946533203;-0.037568092346191406;-0.03577995300292969;-0.7766132354736328;-0.025623321533203125,-0.6044540405273438;-0.116546630859375;-7.071498870849609;-8.578216552734375;-2.2190628051757812;-1.2903900146484375;-0.55657958984375;-6.839641571044922;-3.239471435546875;-0.05382537841796875
"He is not unmanageable, and she is unmanageable too.",manageable-unmanageable,y,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-16.808711051940918;-1.8669443130493164;-6.21240234375;-1.215219497680664;-9.10998821258545;-4.219476222991943;-0.8408327102661133,0.0;-8.43685531616211;-8.084211349487305;-53.6068229675293;-2.844432830810547;-7.459211349487305;-1.6171913146972656;-40.55290126800537;-13.227031707763672;-4.854911804199219,-0.6104841232299805;-0.02399444580078125;-3.474842071533203;-0.11815738677978516;-1.1643829345703125;-1.0645341873168945;-0.02108287811279297;-0.00165557861328125;-0.9393119812011719;-0.029848098754882812,-0.7448806762695312;-0.1009368896484375;-5.644920349121094;-0.0856170654296875;-1.4757308959960938;-1.7578201293945312;-0.19487762451171875;-0.00441741943359375;-1.7559127807617188;-0.07102203369140625
"He is not manageable, and she is unmanageable too.",manageable-unmanageable,y,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-17.183119773864746;-1.7140674591064453;-5.994804382324219;-1.566990852355957;-10.35588550567627;-7.2822265625;-0.7404623031616211,0.0;-3.6097869873046875;-4.4563140869140625;-16.431679725646973;-3.0135326385498047;-6.931014060974121;-3.5074310302734375;-36.372544288635254;-11.221098899841309;-6.827141284942627,-0.7572298049926758;-0.009792327880859375;-2.049941062927246;-4.7228851318359375;-0.5482330322265625;-1.1898374557495117;-0.028039932250976562;-0.0145416259765625;-1.333806037902832;-0.021585464477539062,-0.6786346435546875;-0.1021575927734375;-0.17031097412109375;-5.250469207763672;-0.3813629150390625;-1.4447708129882812;-0.27385711669921875;-0.002521514892578125;-0.196197509765625;-0.0489349365234375
"He is not unmanageable, and she is manageable too.",manageable-unmanageable,y,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-16.808712005615234;-1.8669462203979492;-6.212403297424316;-1.2152204513549805;-8.705038070678711;-5.369501113891602;-0.658411979675293,0.0;-3.7218360900878906;-5.387590408325195;-51.698702812194824;-2.760133743286133;-8.448091506958008;-5.312713623046875;-12.481302261352539;-6.163654804229736;-6.418682098388672,-1.3585805892944336;-0.012775421142578125;-1.748128890991211;-0.21807575225830078;-0.6589212417602539;-2.919631004333496;-0.04725074768066406;-3.254281997680664;-2.6406631469726562;-0.018247604370117188,-3.8137588500976562;-0.12639617919921875;-0.28128814697265625;-0.06251907348632812;-0.30230712890625;-4.320953369140625;-0.1605987548828125;-4.290367126464844;-0.17493438720703125;-0.04889678955078125
"She is manageable, and he is manageable too.",manageable-unmanageable,y,pp,n,fm,0.0;-3.225691318511963;-15.750378608703613;-1.9664115905761719;-5.27451229095459;-1.904947280883789;-6.562653541564941;-3.800541877746582;-0.8038864135742188,0.0;-4.304996490478516;-19.514503479003906;-4.59295654296875;-8.038185119628906;-6.823459625244141;-18.902366638183594;-5.308498382568359;-5.565765380859375,-0.7689790725708008;-0.06473731994628906;-0.1525707244873047;-0.5556564331054688;-0.9313430786132812;-0.013994216918945312;-0.030153274536132812;-0.38303565979003906;-0.016635894775390625,-0.38599395751953125;-0.11002349853515625;-0.7474441528320312;-0.130828857421875;-0.45429229736328125;-0.1465606689453125;-4.066917419433594;-0.090240478515625;-0.04148101806640625
"She is unmanageable, and he is unmanageable too.",manageable-unmanageable,y,mm,n,fm,0.0;-3.225691318511963;-17.39093017578125;-1.813985824584961;-5.1754150390625;-1.725367546081543;-5.332764625549316;-3.881026268005371;-0.8505954742431641,0.0;-3.037433624267578;-40.51789474487305;-1.7311172485351562;-7.793193817138672;-3.430377960205078;-37.38127517700195;-5.874839782714844;-7.208984375,-0.8118658065795898;-0.04308891296386719;-0.10291194915771484;-0.3447418212890625;-0.7465333938598633;-0.014009475708007812;-0.001354217529296875;-0.41016197204589844;-0.028596878051757812,-0.2372283935546875;-0.05516815185546875;-0.07757568359375;-0.4083251953125;-0.1882476806640625;-0.15401458740234375;-0.00177764892578125;-0.13234710693359375;-0.066192626953125
"She is manageable, and he is unmanageable too.",manageable-unmanageable,y,pm,n,fm,0.0;-3.225691318511963;-15.750378608703613;-1.9664115905761719;-5.27451229095459;-1.904947280883789;-10.081282615661621;-8.168495178222656;-0.7860498428344727,0.0;-9.381534576416016;-23.433807373046875;-2.6172561645507812;-8.699029922485352;-10.195426940917969;-38.24245071411133;-15.756397247314453;-6.102931976318359,-0.9210224151611328;-0.06677436828613281;-4.173260688781738;-1.961165428161621;-0.6390724182128906;-0.043219566345214844;-0.031890869140625;-1.4635066986083984;-0.024358749389648438,-5.843303680419922;-0.06671142578125;-7.250667572021484;-2.6050949096679688;-6.216270446777344;-0.20061492919921875;-0.108123779296875;-1.8113212585449219;-0.053375244140625
"She is unmanageable, and he is manageable too.",manageable-unmanageable,y,mp,n,fm,0.0;-3.225691318511963;-17.390929222106934;-1.813985824584961;-5.175415515899658;-1.7253704071044922;-8.814339637756348;-6.69657039642334;-0.6655092239379883,0.0;-9.636545181274414;-53.21858787536621;-3.5146732330322266;-10.802616119384766;-7.877891540527344;-17.2601375579834;-7.370990753173828;-8.379474639892578,-0.8264360427856445;-0.055206298828125;-0.09699535369873047;-1.1091108322143555;-0.9362201690673828;-0.0639333724975586;-4.114040374755859;-2.199204444885254;-0.023298263549804688,-3.5977859497070312;-0.060638427734375;-0.08020401000976562;-1.6787948608398438;-2.6247024536132812;-0.188720703125;-10.86245346069336;-1.3025703430175781;-0.06256103515625
"She is not manageable, and he is manageable too.",manageable-unmanageable,y,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-17.12313175201416;-1.818373680114746;-5.074635982513428;-1.6727876663208008;-9.38619327545166;-4.9971442222595215;-0.7931146621704102,0.0;-7.802082061767578;-4.765108108520508;-18.051719665527344;-3.108966827392578;-4.766359329223633;-6.355434417724609;-15.169818878173828;-7.441778182983398;-5.5235443115234375,-0.867243766784668;-0.020479202270507812;-3.3983230590820312;-0.16661548614501953;-1.1287832260131836;-0.8686866760253906;-0.03547382354736328;-0.0333709716796875;-0.7905550003051758;-0.0254364013671875,-0.7543182373046875;-0.093719482421875;-7.270290374755859;-8.363990783691406;-2.3912124633789062;-1.030670166015625;-0.5768890380859375;-7.246040344238281;-4.1573028564453125;-0.0577545166015625
"She is not unmanageable, and he is unmanageable too.",manageable-unmanageable,y,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-17.729503631591797;-1.8760490417480469;-5.3382887840271;-1.4184932708740234;-10.469940185546875;-4.593687057495117;-0.8731927871704102,0.0;-8.26571273803711;-9.62420654296875;-47.57569122314453;-2.772991180419922;-6.471160888671875;-4.198879241943359;-39.507606506347656;-13.362041473388672;-4.19122314453125,-1.082183837890625;-0.024524688720703125;-3.534109115600586;-0.10564994812011719;-1.2049674987792969;-0.8766689300537109;-0.01712322235107422;-0.0013523101806640625;-0.9749298095703125;-0.03141212463378906,-0.9192886352539062;-0.07196044921875;-5.593418121337891;-0.09576034545898438;-1.497802734375;-1.01275634765625;-0.21661376953125;-0.00482177734375;-1.4074249267578125;-0.07215118408203125
"She is not manageable, and he is unmanageable too.",manageable-unmanageable,y,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-17.123130798339844;-1.818373680114746;-5.074636459350586;-1.6727876663208008;-10.30368709564209;-8.000826835632324;-0.7651910781860352,0.0;-7.659709930419922;-4.239627838134766;-16.739140510559082;-2.9326534271240234;-5.891550064086914;-6.583087921142578;-39.84453296661377;-14.947990417480469;-4.843507766723633,-1.127685546875;-0.011920928955078125;-1.9190435409545898;-4.598588943481445;-0.5771141052246094;-0.7685766220092773;-0.02786540985107422;-0.0131378173828125;-1.7157344818115234;-0.023164749145507812,-0.5951156616210938;-0.07828521728515625;-0.1122894287109375;-5.814414978027344;-0.405914306640625;-1.14337158203125;-0.27243804931640625;-0.002674102783203125;-0.22637939453125;-0.05205535888671875
"She is not unmanageable, and he is manageable too.",manageable-unmanageable,y,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-17.72950267791748;-1.8760499954223633;-5.338289737701416;-1.4184942245483398;-9.805144309997559;-5.55814266204834;-0.7023544311523438,0.0;-7.236911773681641;-5.183933258056641;-47.381422996520996;-3.0769996643066406;-4.121892929077148;-8.358142852783203;-11.411563873291016;-6.556247711181641;-6.826171875,-2.2071533203125;-0.012426376342773438;-2.0008792877197266;-0.16607666015625;-0.7003335952758789;-2.01202392578125;-0.04500293731689453;-3.4638900756835938;-2.476506233215332;-0.018987655639648438,-4.458644866943359;-0.08280181884765625;-0.24925994873046875;-0.07330703735351562;-0.28116607666015625;-3.27813720703125;-0.1684722900390625;-5.564842224121094;-0.16936492919921875;-0.05396270751953125
"He is predictable, and she is predictable too.",predictable-unpredictable,y,pp,n,mf,0.0;-3.1556758880615234;-13.31190013885498;-2.0673933029174805;-6.963348388671875;-0.947056770324707;-3.221769332885742;-3.462376594543457;-0.7828741073608398,0.0;-9.951099395751953;-18.554536819458008;-4.086761474609375;-7.043876647949219;-7.446063995361328;-12.776832580566406;-6.884723663330078;-7.266031265258789,-0.4770011901855469;-0.023311614990234375;-0.14728927612304688;-0.43891048431396484;-0.8727216720581055;-0.013240814208984375;-0.2656888961791992;-0.1103372573852539;-0.017942428588867188,-0.26476287841796875;-0.1451416015625;-0.10251617431640625;-0.5527725219726562;-0.26798248291015625;-0.17324066162109375;-1.0753936767578125;-0.11865234375;-0.03179931640625
"He is unpredictable, and she is unpredictable too.",predictable-unpredictable,y,mm,n,mf,0.0;-3.1556758880615234;-11.765955924987793;-1.8571453094482422;-6.4481611251831055;-1.5012626647949219;-2.579866409301758;-3.787346839904785;-0.8771343231201172,0.0;-10.534660339355469;-14.670459747314453;-2.7406005859375;-8.107891082763672;-5.525562286376953;-13.550722122192383;-6.086891174316406;-7.6154327392578125,-0.44451141357421875;-0.029066085815429688;-0.13202857971191406;-0.5535163879394531;-1.0329227447509766;-0.01357269287109375;-0.6665744781494141;-0.08596134185791016;-0.020444869995117188,-0.3153839111328125;-0.1322479248046875;-0.1876068115234375;-1.0174636840820312;-0.2625274658203125;-0.16982269287109375;-1.4153785705566406;-0.111083984375;-0.029449462890625
"He is predictable, and she is unpredictable too.",predictable-unpredictable,y,pm,n,mf,0.0;-3.1556758880615234;-13.31190013885498;-2.0673933029174805;-6.963348388671875;-0.947056770324707;-2.4879188537597656;-6.3678789138793945;-0.6593179702758789,0.0;-10.48514461517334;-13.817998886108398;-3.88077449798584;-9.512701034545898;-9.011611938476562;-12.285636901855469;-7.1161956787109375;-8.725579261779785,-0.45281028747558594;-0.019840240478515625;-5.801105499267578;-0.6827182769775391;-0.9640798568725586;-0.011167526245117188;-5.708850860595703;-0.0849618911743164;-0.017391204833984375,-4.527244567871094;-0.1263580322265625;-4.894824981689453;-2.260040283203125;-0.5305023193359375;-0.160736083984375;-4.4454498291015625;-0.32158660888671875;-0.031768798828125
"He is unpredictable, and she is predictable too.",predictable-unpredictable,y,mp,n,mf,0.0;-3.1556758880615234;-11.765955924987793;-1.8571453094482422;-6.4481611251831055;-1.5012626647949219;-5.499368667602539;-5.5306396484375;-0.7610206604003906,0.0;-10.170848846435547;-17.62592887878418;-4.337785720825195;-9.312946319580078;-8.62320327758789;-13.572554588317871;-6.684711456298828;-9.238004684448242,-0.40940380096435547;-0.021684646606445312;-4.777156829833984;-0.6036615371704102;-1.0093393325805664;-0.01367950439453125;-4.771001815795898;-0.06741714477539062;-0.0202789306640625,-0.361968994140625;-0.11429595947265625;-4.324825286865234;-1.8604049682617188;-0.34223175048828125;-0.18401336669921875;-5.7582244873046875;-0.28995513916015625;-0.03087615966796875
"He is not predictable, and she is predictable too.",predictable-unpredictable,y,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.4927978515625;-1.5557680130004883;-6.7911696434021;-1.2698001861572266;-5.610081672668457;-4.982034683227539;-0.8401622772216797,0.0;-8.176349639892578;-4.654806137084961;-12.289409637451172;-3.135723114013672;-7.047813415527344;-4.754863739013672;-12.689960479736328;-9.007152557373047;-3.6832103729248047,-0.5635576248168945;-0.013370513916015625;-3.340195655822754;-0.2613525390625;-0.7987575531005859;-1.1327619552612305;-0.028158187866210938;-2.147397994995117;-0.627105712890625;-0.028207778930664062,-0.6895217895507812;-0.1883697509765625;-4.099815368652344;-1.1047935485839844;-1.6989288330078125;-1.160919189453125;-0.63232421875;-4.5725860595703125;-2.880786895751953;-0.0528564453125
"He is not unpredictable, and she is unpredictable too.",predictable-unpredictable,y,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.559327125549316;-1.8328866958618164;-6.762182235717773;-1.217123031616211;-4.949191093444824;-4.5746049880981445;-0.9228286743164062,0.0;-3.8904781341552734;-3.665799617767334;-15.065467834472656;-2.7726593017578125;-7.035785675048828;-3.7530670166015625;-12.348726272583008;-9.387908935546875;-4.2152862548828125,-0.7102289199829102;-0.019475936889648438;-4.149433135986328;-1.6247949600219727;-0.9791879653930664;-1.4907751083374023;-0.029503822326660156;-3.3798227310180664;-0.8226146697998047;-0.028211593627929688,-0.48972320556640625;-0.2103118896484375;-5.219085693359375;-4.502037048339844;-1.5526657104492188;-0.9232940673828125;-0.160614013671875;-1.6225547790527344;-1.1153564453125;-0.0325775146484375
"He is not predictable, and she is unpredictable too.",predictable-unpredictable,y,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.4927978515625;-1.5557680130004883;-6.7911696434021;-1.2698001861572266;-2.6806840896606445;-4.910398483276367;-0.7252893447875977,0.0;-3.055624008178711;-3.816990852355957;-13.535938262939453;-2.8321666717529297;-7.672468185424805;-5.314483642578125;-11.82482624053955;-7.877750396728516;-7.053924560546875,-0.8707189559936523;-0.012859344482421875;-3.2086524963378906;-1.4192638397216797;-0.8717670440673828;-1.4403457641601562;-0.019414901733398438;-4.875852584838867;-0.2978477478027344;-0.023693084716796875,-2.3577308654785156;-0.2191314697265625;-0.7616424560546875;-1.737640380859375;-0.5402755737304688;-0.9861221313476562;-0.1741180419921875;-1.3744697570800781;-0.17425537109375;-0.031219482421875
"He is not unpredictable, and she is predictable too.",predictable-unpredictable,y,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.559327125549316;-1.8328866958618164;-6.762182235717773;-1.217123031616211;-5.703205108642578;-5.943534851074219;-0.8370046615600586,0.0;-8.634185791015625;-3.5764541625976562;-14.840581893920898;-2.944671630859375;-7.505067825317383;-7.564769744873047;-10.889925003051758;-7.335443496704102;-6.695842742919922,-0.7486543655395508;-0.013174057006835938;-4.021489143371582;-6.290029525756836;-0.8957309722900391;-1.4589529037475586;-0.024934768676757812;-5.424095630645752;-0.7042636871337891;-0.024036407470703125,-2.935077667236328;-0.17595672607421875;-1.5441207885742188;-1.89544677734375;-0.6247940063476562;-2.2032089233398438;-0.17910003662109375;-2.4276580810546875;-0.7259597778320312;-0.02953338623046875
"She is predictable, and he is predictable too.",predictable-unpredictable,y,pp,n,fm,0.0;-3.225691318511963;-13.442876815795898;-2.244320869445801;-5.560654163360596;-1.2516975402832031;-3.3500585556030273;-3.7243690490722656;-0.7975215911865234,0.0;-9.220748901367188;-15.460013389587402;-2.9540557861328125;-6.122779846191406;-7.769569396972656;-16.331138610839844;-5.7310638427734375;-6.724396705627441,-0.6466159820556641;-0.033893585205078125;-0.14923954010009766;-0.46769237518310547;-0.8335638046264648;-0.010662078857421875;-0.24320030212402344;-0.1426992416381836;-0.01947784423828125,-0.33062744140625;-0.11460113525390625;-0.23386383056640625;-0.5467987060546875;-0.295501708984375;-0.1901702880859375;-0.8561859130859375;-0.10465240478515625;-0.0319366455078125
"She is unpredictable, and he is unpredictable too.",predictable-unpredictable,y,mm,n,fm,0.0;-3.225691318511963;-12.546233177185059;-1.9957685470581055;-5.745722770690918;-1.9235115051269531;-2.2688379287719727;-3.729564666748047;-0.8666448593139648,0.0;-11.653472900390625;-13.592199325561523;-2.8789825439453125;-4.988470077514648;-9.411697387695312;-15.431083679199219;-6.196250915527344;-8.295051574707031,-0.7182407379150391;-0.04303550720214844;-0.14510631561279297;-0.5147943496704102;-0.9539499282836914;-0.011266708374023438;-0.6852235794067383;-0.12498188018798828;-0.022167205810546875,-0.46802520751953125;-0.097991943359375;-0.25321197509765625;-1.0288009643554688;-0.27010345458984375;-0.17218017578125;-1.5560646057128906;-0.1123199462890625;-0.02928924560546875
"She is predictable, and he is unpredictable too.",predictable-unpredictable,y,pm,n,fm,0.0;-3.225691318511963;-13.442876815795898;-2.244320869445801;-5.560654163360596;-1.2516975402832031;-2.2019968032836914;-7.0270819664001465;-0.6881923675537109,0.0;-10.584918975830078;-8.703268051147461;-2.9482765197753906;-7.055180549621582;-8.812854766845703;-11.439741134643555;-5.931879043579102;-7.5001373291015625,-0.6864786148071289;-0.033477783203125;-5.76921272277832;-0.6993350982666016;-0.880009651184082;-0.0109405517578125;-5.921395301818848;-0.12415504455566406;-0.018457412719726562,-4.340847015380859;-0.1137542724609375;-5.258918762207031;-2.3194808959960938;-0.6487960815429688;-0.18122100830078125;-4.608211517333984;-0.25017547607421875;-0.03212738037109375
"She is unpredictable, and he is predictable too.",predictable-unpredictable,y,mp,n,fm,0.0;-3.225691318511963;-12.546233177185059;-1.9957685470581055;-5.745722770690918;-1.9235115051269531;-4.665397644042969;-5.5492262840271;-0.7546672821044922,0.0;-10.336414337158203;-11.98560905456543;-2.722736358642578;-8.684371948242188;-9.088726043701172;-10.350448608398438;-6.329622268676758;-6.790369033813477,-0.6458005905151367;-0.03530120849609375;-4.406984329223633;-0.5662689208984375;-0.9354124069213867;-0.011539459228515625;-4.5386857986450195;-0.10380268096923828;-0.02114105224609375,-0.4404449462890625;-0.08779144287109375;-4.058841705322266;-1.9595184326171875;-0.3614959716796875;-0.2116241455078125;-5.007511138916016;-0.2374267578125;-0.03185272216796875
"She is not predictable, and he is predictable too.",predictable-unpredictable,y,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.717784881591797;-1.6486587524414062;-5.396869659423828;-1.450484275817871;-5.230622291564941;-4.848237991333008;-0.8185043334960938,0.0;-6.860713958740234;-4.841726303100586;-13.858953475952148;-3.2861328125;-5.254817962646484;-4.973194122314453;-12.490306854248047;-10.139226913452148;-3.5056304931640625,-0.7850055694580078;-0.013589859008789062;-3.3799877166748047;-0.22300148010253906;-0.8666276931762695;-1.0303373336791992;-0.020971298217773438;-2.0246400833129883;-0.6920032501220703;-0.0261688232421875,-1.0480384826660156;-0.12937164306640625;-4.3472442626953125;-1.9672393798828125;-1.9291763305664062;-0.9798126220703125;-0.5772552490234375;-4.342475891113281;-3.273487091064453;-0.04998779296875
