sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_sentence_surprisal,xlnet_large_cased_sentence_surprisal,bert_large_cased_sentence_surprisal,roberta_large_sentence_surprisal
She is generous means that she is generous.,generous-selfish,n,pp,n,fm,37.10282135,98.06882477,12.14939022,15.14820099
She is selfish means that she is selfish.,generous-selfish,n,mm,n,fm,34.30060577,86.33191681,14.64821529,17.32337952
She is generous means that she is selfish.,generous-selfish,n,pm,n,fm,41.21112823,78.35743713,24.88276815,22.54944229
She is selfish means that she is generous.,generous-selfish,n,mp,n,fm,40.00578308,84.70150757,26.06985235,25.08478928
She is not generous means that she is generous.,generous-selfish,n,pp,y,fm,43.86862946,96.6088028,17.53883457,18.21454239
She is not selfish means that she is selfish.,generous-selfish,n,mm,y,fm,37.97336197,93.42767334,19.89419842,16.83228683
She is not generous means that she is selfish.,generous-selfish,n,pm,y,fm,42.44672012,94.22049713,20.61393356,19.08511353
She is not selfish means that she is generous.,generous-selfish,n,mp,y,fm,39.83655548,87.88669586,22.34397507,22.33486557
He is generous means that he is generous.,generous-stingy,n,pp,n,mf,36.35604095,91.16918182,10.50797796,16.10371017
He is stingy means that he is stingy.,generous-stingy,n,mm,n,mf,38.71614838,131.8599396,14.06846333,12.89553833
He is generous means that he is stingy.,generous-stingy,n,pm,n,mf,40.6008606,99.28822327,25.66482449,17.16011429
He is stingy means that he is generous.,generous-stingy,n,mp,n,mf,40.02537155,102.610878,27.10834312,16.35856628
He is not generous means that he is generous.,generous-stingy,n,pp,y,mf,43.17974472,95.56401062,16.57151031,19.46502686
He is not stingy means that he is stingy.,generous-stingy,n,mm,y,mf,39.99117279,117.0792236,16.7127099,12.78989792
He is not generous means that he is stingy.,generous-stingy,n,pm,y,mf,41.64448929,90.39855957,20.26229095,17.09211349
He is not stingy means that he is generous.,generous-stingy,n,mp,y,mf,39.7363205,104.7719574,24.01021004,16.80250549
She is generous means that she is generous.,generous-stingy,n,pp,n,fm,37.10282135,98.06882477,12.14939022,15.14820099
She is stingy means that she is stingy.,generous-stingy,n,mm,n,fm,38.7753334,127.926445,14.97824955,11.52210236
She is generous means that she is stingy.,generous-stingy,n,pm,n,fm,41.70084381,104.5566406,26.25005913,16.16608047
She is stingy means that she is generous.,generous-stingy,n,mp,n,fm,40.19844818,91.3919754,27.475667,15.7387886
She is not generous means that she is generous.,generous-stingy,n,pp,y,fm,43.86862946,96.6088028,17.53883457,18.21454239
She is not stingy means that she is stingy.,generous-stingy,n,mm,y,fm,41.02668762,101.9451141,17.83633614,12.93716812
She is not generous means that she is stingy.,generous-stingy,n,pm,y,fm,41.93712234,96.46496582,21.83590889,14.79386902
She is not stingy means that she is generous.,generous-stingy,n,mp,y,fm,40.15644836,96.77429199,24.76377392,15.57209015
He is happy means that he is happy.,happy-sad,n,pp,n,mf,33.05973434,79.00279236,9.240014076,19.18540573
He is sad means that he is sad.,happy-sad,n,mm,n,mf,36.45218277,81.63911438,8.241535187,19.67232513
He is happy means that he is sad.,happy-sad,n,pm,n,mf,38.30848694,79.84877777,17.52007151,22.68091965
He is sad means that he is happy.,happy-sad,n,mp,n,mf,36.93141174,72.637146,19.89586353,20.33765793
He is not happy means that he is happy.,happy-sad,n,pp,y,mf,33.29242706,85.74557495,16.60041428,18.37018204
He is not sad means that he is sad.,happy-sad,n,mm,y,mf,35.07556152,90.22715759,15.38181162,17.07424164
He is not happy means that he is sad.,happy-sad,n,pm,y,mf,35.40841675,86.29614258,13.56722546,13.91804123
He is not sad means that he is happy.,happy-sad,n,mp,y,mf,32.96516037,80.96559906,15.11915302,15.64234161
She is happy means that she is happy.,happy-sad,n,pp,n,fm,32.67401886,81.20861816,9.701296329,18.65185165
She is sad means that she is sad.,happy-sad,n,mm,n,fm,36.76088715,84.29256439,8.862218857,18.8767395
She is happy means that she is sad.,happy-sad,n,pm,n,fm,37.79851151,83.01000214,17.27117586,21.61012268
She is sad means that she is happy.,happy-sad,n,mp,n,fm,36.79516602,73.78642273,17.85155249,20.27054214
She is not happy means that she is happy.,happy-sad,n,pp,y,fm,33.70926666,81.55541992,17.06058979,18.53870392
She is not sad means that she is sad.,happy-sad,n,mm,y,fm,35.20991516,90.8921814,16.27649736,17.29796219
She is not happy means that she is sad.,happy-sad,n,pm,y,fm,35.53842926,86.37332153,13.33911896,13.43080139
She is not sad means that she is happy.,happy-sad,n,mp,y,fm,32.47073746,82.76655579,14.10930824,15.07777023
He is happy means that he is happy.,happy-unhappy,y,pp,n,mf,33.05973434,79.00279236,9.240014076,19.18540573
He is unhappy means that he is unhappy.,happy-unhappy,y,mm,n,mf,32.98495483,79.35445404,12.53163004,18.19122696
He is happy means that he is unhappy.,happy-unhappy,y,pm,n,mf,37.71383286,79.11207581,18.68573284,25.71540451
He is unhappy means that he is happy.,happy-unhappy,y,mp,n,mf,35.37591171,72.4941864,18.75026178,25.97034836
He is not happy means that he is happy.,happy-unhappy,y,pp,y,mf,33.29242706,85.74557495,16.60041428,18.37018204
He is not unhappy means that he is unhappy.,happy-unhappy,y,mm,y,mf,35.19983292,83.05715942,16.28171015,16.5681572
He is not happy means that he is unhappy.,happy-unhappy,y,pm,y,mf,32.52511597,84.83917236,14.4904089,15.7850647
He is not unhappy means that he is happy.,happy-unhappy,y,mp,y,mf,33.42645264,81.77705383,14.85385084,15.39993286
She is happy means that she is happy.,happy-unhappy,y,pp,n,fm,32.67401886,81.20861816,9.701296329,18.65185165
She is unhappy means that she is unhappy.,happy-unhappy,y,mm,n,fm,33.75584793,83.75758362,14.26181412,17.48136139
She is happy means that she is unhappy.,happy-unhappy,y,pm,n,fm,37.33810425,81.75363159,19.0751524,24.86309433
She is unhappy means that she is happy.,happy-unhappy,y,mp,n,fm,35.97969818,76.102005,19.72265911,25.5162468
She is not happy means that she is happy.,happy-unhappy,y,pp,y,fm,33.70926666,81.55541992,17.06058979,18.53870392
She is not unhappy means that she is unhappy.,happy-unhappy,y,mm,y,fm,34.96570587,80.23394012,18.17946529,15.95345306
She is not happy means that she is unhappy.,happy-unhappy,y,pm,y,fm,32.97732925,83.42917633,14.61031914,15.23737717
She is not unhappy means that she is happy.,happy-unhappy,y,mp,y,fm,32.90607071,85.11660767,14.87761307,14.90300751
He is wealthy means that he is wealthy.,wealthy-poor,n,pp,n,mf,33.76834106,82.71338654,12.8023901,13.69888306
He is poor means that he is poor.,wealthy-poor,n,mm,n,mf,33.82950592,79.23006439,11.34170866,14.56880188
He is wealthy means that he is poor.,wealthy-poor,n,pm,n,mf,36.85385895,84.87320709,18.21593523,23.94225693
He is poor means that he is wealthy.,wealthy-poor,n,mp,n,mf,37.22667694,72.03601074,20.73729372,24.94034576
He is not wealthy means that he is wealthy.,wealthy-poor,n,pp,y,mf,36.7749176,83.02037811,18.59834957,19.43070984
He is not poor means that he is poor.,wealthy-poor,n,mm,y,mf,35.43541336,80.84353638,15.40920353,14.26549911
He is not wealthy means that he is poor.,wealthy-poor,n,pm,y,mf,35.60580444,87.82739258,14.00081682,14.62695694
He is not poor means that he is wealthy.,wealthy-poor,n,mp,y,mf,36.63277435,78.87158966,18.90434742,24.51429367
She is wealthy means that she is wealthy.,wealthy-poor,n,pp,n,fm,34.07523346,79.22071075,13.88139439,12.6492691
She is poor means that she is poor.,wealthy-poor,n,mm,n,fm,34.27594757,77.60097504,11.93034172,14.19830704
She is wealthy means that she is poor.,wealthy-poor,n,pm,n,fm,37.05808258,82.99482727,18.84962416,24.20072937
She is poor means that she is wealthy.,wealthy-poor,n,mp,n,fm,38.04463959,71.11393738,21.55476332,25.0615921
She is not wealthy means that she is wealthy.,wealthy-poor,n,pp,y,fm,36.69380569,84.10425568,18.95359612,18.61331177
She is not poor means that she is poor.,wealthy-poor,n,mm,y,fm,35.58795929,80.44051361,17.33255672,13.0622139
She is not wealthy means that she is poor.,wealthy-poor,n,pm,y,fm,35.62596893,92.73758698,13.80312347,14.10354614
She is not poor means that she is wealthy.,wealthy-poor,n,mp,y,fm,36.75570679,77.81588745,19.43620729,22.86197662
He is rich means that he is rich.,rich-poor,n,pp,n,mf,31.29029465,74.01029968,10.59155178,15.95338058
He is poor means that he is poor.,rich-poor,n,mm,n,mf,33.82950592,79.23006439,11.34170866,14.56880188
He is rich means that he is poor.,rich-poor,n,pm,n,mf,33.42517471,76.46331024,14.27894449,22.52406693
He is poor means that he is rich.,rich-poor,n,mp,n,mf,35.80524445,73.89828491,18.48079109,21.96686172
He is not rich means that he is rich.,rich-poor,n,pp,y,mf,35.37778473,81.75791168,16.7115984,15.38961411
He is not poor means that he is poor.,rich-poor,n,mm,y,mf,35.43541336,80.84353638,15.40920353,14.26549911
He is not rich means that he is poor.,rich-poor,n,pm,y,mf,32.33818054,80.08242798,12.32410336,13.39276886
He is not poor means that he is rich.,rich-poor,n,mp,y,mf,35.3340683,80.25061035,16.14179134,17.54423523
She is rich means that she is rich.,rich-poor,n,pp,n,fm,32.24633789,79.67508698,11.95614815,15.42874908
She is poor means that she is poor.,rich-poor,n,mm,n,fm,34.27594757,77.60097504,11.93034172,14.19830704
She is rich means that she is poor.,rich-poor,n,pm,n,fm,34.22743607,79.61543274,14.7645607,23.02392578
She is poor means that she is rich.,rich-poor,n,mp,n,fm,36.9506073,76.22285461,19.33638096,22.64398575
She is not rich means that she is rich.,rich-poor,n,pp,y,fm,36.17664719,87.44210052,16.72140932,15.61499023
She is not poor means that she is poor.,rich-poor,n,mm,y,fm,35.58795929,80.44051361,17.33255672,13.0622139
She is not rich means that she is poor.,rich-poor,n,pm,y,fm,33.8443985,85.04516602,11.7609787,12.55809784
She is not poor means that she is rich.,rich-poor,n,mp,y,fm,36.06791687,82.64949036,16.72607327,15.93238068
He is communicative means that he is communicative.,communicative-uncommunicative,y,pp,n,mf,39.07606125,169.8550568,7.073998451,7.687076569
He is uncommunicative means that he is uncommunicative.,communicative-uncommunicative,y,mm,n,mf,40.9250145,183.9339447,10.27365828,8.047447205
He is communicative means that he is uncommunicative.,communicative-uncommunicative,y,pm,n,mf,44.3239975,174.6014099,10.46080065,13.40843582
He is uncommunicative means that he is communicative.,communicative-uncommunicative,y,mp,n,mf,44.481987,174.0066833,13.00635719,13.95207214
He is not communicative means that he is communicative.,communicative-uncommunicative,y,pp,y,mf,42.64329529,166.9727631,12.45363045,11.264534
He is not uncommunicative means that he is uncommunicative.,communicative-uncommunicative,y,mm,y,mf,45.4196167,180.4478912,14.09567595,10.37232971
He is not communicative means that he is uncommunicative.,communicative-uncommunicative,y,pm,y,mf,41.07975769,161.2054443,11.77952337,7.708106995
He is not uncommunicative means that he is communicative.,communicative-uncommunicative,y,mp,y,mf,46.05762482,170.8008575,13.88366175,11.37782288
She is communicative means that she is communicative.,communicative-uncommunicative,y,pp,n,fm,40.72019196,164.7168427,7.35158062,7.010807037
She is uncommunicative means that she is uncommunicative.,communicative-uncommunicative,y,mm,n,fm,41.17618561,185.0208435,9.908981323,6.682132721
She is communicative means that she is uncommunicative.,communicative-uncommunicative,y,pm,n,fm,45.37716675,180.8621674,10.92951155,13.19233322
She is uncommunicative means that she is communicative.,communicative-uncommunicative,y,mp,n,fm,45.11157227,171.8449249,13.4115057,13.4238472
She is not communicative means that she is communicative.,communicative-uncommunicative,y,pp,y,fm,44.01794434,159.3653412,12.34122276,11.02237701
She is not uncommunicative means that she is uncommunicative.,communicative-uncommunicative,y,mm,y,fm,45.19482422,178.7284088,14.23720455,9.983726501
She is not communicative means that she is uncommunicative.,communicative-uncommunicative,y,pm,y,fm,41.59383392,159.7586975,11.63999701,6.707321167
She is not uncommunicative means that she is communicative.,communicative-uncommunicative,y,mp,y,fm,46.14228058,169.8053284,13.79291391,11.04974365
He is convincing means that he is convincing.,convincing-unconvincing,y,pp,n,mf,34.41547394,97.70497131,20.17565203,19.39368439
He is unconvincing means that he is unconvincing.,convincing-unconvincing,y,mm,n,mf,42.54246902,168.8603821,12.1155262,11.72819138
He is convincing means that he is unconvincing.,convincing-unconvincing,y,pm,n,mf,40.08722687,128.1084595,27.75037193,16.53964233
He is unconvincing means that he is convincing.,convincing-unconvincing,y,mp,n,mf,45.54606628,135.0992737,20.58494091,16.2871933
He is not convincing means that he is convincing.,convincing-unconvincing,y,pp,y,mf,39.58530426,82.16297913,24.19319391,19.11341858
He is not unconvincing means that he is unconvincing.,convincing-unconvincing,y,mm,y,mf,48.73345184,148.599762,12.79196358,12.80229187
He is not convincing means that he is unconvincing.,convincing-unconvincing,y,pm,y,mf,40.52347565,119.5036316,21.27026987,11.67409134
He is not unconvincing means that he is convincing.,convincing-unconvincing,y,mp,y,mf,49.50722504,117.8707657,19.53580856,18.03454971
She is convincing means that she is convincing.,convincing-unconvincing,y,pp,n,fm,33.95290375,95.21939087,21.03763819,19.14829636
She is unconvincing means that she is unconvincing.,convincing-unconvincing,y,mm,n,fm,43.14043045,176.1978912,12.062181,10.35827255
She is convincing means that she is unconvincing.,convincing-unconvincing,y,pm,n,fm,40.06869888,126.7569427,27.33091831,15.52596664
She is unconvincing means that she is convincing.,convincing-unconvincing,y,mp,n,fm,45.36233902,138.1378937,20.65611267,15.23669434
She is not convincing means that she is convincing.,convincing-unconvincing,y,pp,y,fm,38.85317612,88.88484192,23.29826021,18.86052704
She is not unconvincing means that she is unconvincing.,convincing-unconvincing,y,mm,y,fm,48.59608459,147.2558594,12.68903399,11.36776352
She is not convincing means that she is unconvincing.,convincing-unconvincing,y,pm,y,fm,40.50947952,121.8539886,21.12056494,10.18097305
She is not unconvincing means that she is convincing.,convincing-unconvincing,y,mp,y,fm,48.92396545,124.5326309,19.6297121,16.58595276
He is desirable means that he is desirable.,desirable-undesirable,y,pp,n,mf,38.64957428,94.75637054,6.223466873,15.40983963
He is undesirable means that he is undesirable.,desirable-undesirable,y,mm,n,mf,35.82167435,88.66889191,6.261101723,13.29736328
He is desirable means that he is undesirable.,desirable-undesirable,y,pm,n,mf,41.92834473,95.73949432,12.71413994,22.86812973
He is undesirable means that he is desirable.,desirable-undesirable,y,mp,n,mf,38.34735107,85.63619995,12.56704426,20.97811508
He is not desirable means that he is desirable.,desirable-undesirable,y,pp,y,mf,39.55256653,90.58253479,15.17208385,19.56641006
He is not undesirable means that he is undesirable.,desirable-undesirable,y,mm,y,mf,38.76407623,101.527832,10.04284334,16.72834778
He is not desirable means that he is undesirable.,desirable-undesirable,y,pm,y,mf,40.18630981,97.18190765,11.75638914,16.91501617
He is not undesirable means that he is desirable.,desirable-undesirable,y,mp,y,mf,38.5188446,94.40753174,12.7882843,18.78765106
She is desirable means that she is desirable.,desirable-undesirable,y,pp,n,fm,34.06104279,85.3110199,7.285470009,13.12210846
She is undesirable means that she is undesirable.,desirable-undesirable,y,mm,n,fm,33.87205505,87.19844818,6.452905655,12.25992966
She is desirable means that she is undesirable.,desirable-undesirable,y,pm,n,fm,37.6352005,91.24265289,13.93547249,22.3334198
She is undesirable means that she is desirable.,desirable-undesirable,y,mp,n,fm,36.80865479,88.11257935,13.56170845,20.0671463
She is not desirable means that she is desirable.,desirable-undesirable,y,pp,y,fm,37.00733948,88.43378448,15.71775866,18.44509888
She is not undesirable means that she is undesirable.,desirable-undesirable,y,mm,y,fm,37.53627396,99.3846283,10.15368271,16.66553879
She is not desirable means that she is undesirable.,desirable-undesirable,y,pm,y,fm,34.74146271,96.81723022,11.83346558,15.00323105
She is not undesirable means that she is desirable.,desirable-undesirable,y,mp,y,fm,36.92179871,91.07466125,12.8823061,18.1928215
He is determined means that he is determined.,determined-undetermined,y,pp,n,mf,32.25684738,88.24359894,14.83336782,16.60374069
He is undetermined means that he is undetermined.,determined-undetermined,y,mm,n,mf,41.93802261,128.084137,4.98617363,10.74251556
He is determined means that he is undetermined.,determined-undetermined,y,pm,n,mf,42.04290771,99.93827057,23.07742739,23.67786789
He is undetermined means that he is determined.,determined-undetermined,y,mp,n,mf,43.54766464,96.76435852,19.46236563,21.75731277
He is not determined means that he is determined.,determined-undetermined,y,pp,y,mf,38.16508865,92.81455994,22.39314651,17.18384171
He is not undetermined means that he is undetermined.,determined-undetermined,y,mm,y,mf,46.92966461,112.085434,8.156247139,11.66891098
He is not determined means that he is undetermined.,determined-undetermined,y,pm,y,mf,42.61569595,108.1707611,19.75485086,14.18009567
He is not undetermined means that he is determined.,determined-undetermined,y,mp,y,mf,47.94696808,107.9963379,19.52717447,16.17879486
She is determined means that she is determined.,determined-undetermined,y,pp,n,fm,32.96787262,85.56669617,16.33652735,14.9314537
She is undetermined means that she is undetermined.,determined-undetermined,y,mm,n,fm,41.38290787,127.5334015,5.071538925,9.004749298
She is determined means that she is undetermined.,determined-undetermined,y,pm,n,fm,43.31987381,103.2201767,24.85482454,23.5790863
She is undetermined means that she is determined.,determined-undetermined,y,mp,n,fm,43.80018616,103.6351547,20.54758263,20.66395187
She is not determined means that she is determined.,determined-undetermined,y,pp,y,fm,38.57808304,84.0276413,21.89944267,17.56623077
She is not undetermined means that she is undetermined.,determined-undetermined,y,mm,y,fm,46.14234161,122.6820297,7.921004295,10.55429459
She is not determined means that she is undetermined.,determined-undetermined,y,pm,y,fm,42.65113449,108.2815094,21.12436819,12.8452034
She is not undetermined means that she is determined.,determined-undetermined,y,mp,y,fm,47.5812912,106.3506622,21.34245777,14.95423126
He is manageable means that he is manageable.,manageable-unmanageable,y,pp,n,mf,40.20716095,100.9885635,10.55714417,15.54188156
He is unmanageable means that he is unmanageable.,manageable-unmanageable,y,mm,n,mf,38.11956787,156.5100708,6.149840355,10.55311584
He is manageable means that he is unmanageable.,manageable-unmanageable,y,pm,n,mf,45.2433548,130.141037,15.57395649,17.47513962
He is unmanageable means that he is manageable.,manageable-unmanageable,y,mp,n,mf,43.74395752,129.5738983,14.59765005,17.37430573
He is not manageable means that he is manageable.,manageable-unmanageable,y,pp,y,mf,44.64294434,92.95999146,14.28310299,19.31785583
He is not unmanageable means that he is unmanageable.,manageable-unmanageable,y,mm,y,mf,41.66246414,159.0122375,9.71117115,11.38403702
He is not manageable means that he is unmanageable.,manageable-unmanageable,y,pm,y,mf,44.37320709,122.6659088,15.59952688,13.90625
He is not unmanageable means that he is manageable.,manageable-unmanageable,y,mp,y,mf,43.51480865,117.9718857,14.1781683,13.93546677
She is manageable means that she is manageable.,manageable-unmanageable,y,pp,n,fm,39.59558487,99.52798462,11.39016294,14.70682907
She is unmanageable means that she is unmanageable.,manageable-unmanageable,y,mm,n,fm,39.42185211,161.5452423,6.659937382,8.759601593
She is manageable means that she is unmanageable.,manageable-unmanageable,y,pm,n,fm,44.92414856,127.3319397,16.05092144,16.36832428
She is unmanageable means that she is manageable.,manageable-unmanageable,y,mp,n,fm,44.54243469,124.1616974,14.97705746,16.68153381
She is not manageable means that she is manageable.,manageable-unmanageable,y,pp,y,fm,44.69361115,89.66821289,14.35401154,19.23141098
She is not unmanageable means that she is unmanageable.,manageable-unmanageable,y,mm,y,fm,44.63383484,161.709137,9.822761536,10.54563522
She is not manageable means that she is unmanageable.,manageable-unmanageable,y,pm,y,fm,43.62591553,124.1336899,15.13924503,12.31703949
She is not unmanageable means that she is manageable.,manageable-unmanageable,y,mp,y,fm,44.15721893,122.1573105,13.84673357,11.82136154
He is predictable means that he is predictable.,predictable-unpredictable,y,pp,n,mf,33.54129028,84.94525909,11.55673075,14.6453476
He is unpredictable means that he is unpredictable.,predictable-unpredictable,y,mm,n,mf,32.88187408,87.2743454,12.24767494,12.57146835
He is predictable means that he is unpredictable.,predictable-unpredictable,y,pm,n,mf,36.3061142,77.42362213,21.88466549,21.34988022
He is unpredictable means that he is predictable.,predictable-unpredictable,y,mp,n,mf,37.74785614,89.89835358,20.64238358,19.74318314
He is not predictable means that he is predictable.,predictable-unpredictable,y,pp,y,mf,38.44231033,85.30325317,16.42561769,19.66829681
He is not unpredictable means that he is unpredictable.,predictable-unpredictable,y,mm,y,mf,37.4417305,89.52064514,17.35912895,15.24077606
He is not predictable means that he is unpredictable.,predictable-unpredictable,y,pm,y,mf,34.57713699,86.00853729,20.28233814,14.57588959
He is not unpredictable means that he is predictable.,predictable-unpredictable,y,mp,y,mf,36.6816597,89.23820496,20.55571556,16.06065369
She is predictable means that she is predictable.,predictable-unpredictable,y,pp,n,fm,34.36630249,85.6833725,13.58536625,13.50582886
She is unpredictable means that she is unpredictable.,predictable-unpredictable,y,mm,n,fm,34.18411255,91.63314819,13.34933949,11.98676682
She is predictable means that she is unpredictable.,predictable-unpredictable,y,pm,n,fm,36.99878311,78.30712891,23.84521103,20.82990265
She is unpredictable means that she is predictable.,predictable-unpredictable,y,mp,n,fm,38.74249268,93.28403473,22.25145245,19.81320572
She is not predictable means that she is predictable.,predictable-unpredictable,y,pp,y,fm,38.47300339,92.21525574,17.01296616,18.65322876
She is not unpredictable means that she is unpredictable.,predictable-unpredictable,y,mm,y,fm,38.5198288,92.86426544,18.11885834,15.14845276
She is not predictable means that she is unpredictable.,predictable-unpredictable,y,pm,y,fm,35.17686081,88.1998291,21.03964806,13.35567856
She is not unpredictable means that she is predictable.,predictable-unpredictable,y,mp,y,fm,37.51817703,92.91593933,21.42354488,14.76925278
He is reasonable means that he is reasonable.,reasonable-unreasonable,y,pp,n,mf,39.04328537,84.74333191,6.200487137,15.88656235
He is unreasonable means that he is unreasonable.,reasonable-unreasonable,y,mm,n,mf,36.8516922,89.94669342,8.310064316,16.44755173
He is reasonable means that he is unreasonable.,reasonable-unreasonable,y,pm,n,mf,42.52336121,81.10792542,16.96208954,23.6428299
He is unreasonable means that he is reasonable.,reasonable-unreasonable,y,mp,n,mf,41.5199585,84.23863983,15.69241047,25.27288055
He is not reasonable means that he is reasonable.,reasonable-unreasonable,y,pp,y,mf,41.96287537,86.48462677,14.1644516,19.68273163
He is not unreasonable means that he is unreasonable.,reasonable-unreasonable,y,mm,y,mf,39.29146576,97.95043182,10.80616093,16.54583359
He is not reasonable means that he is unreasonable.,reasonable-unreasonable,y,pm,y,mf,42.89566803,88.22051239,16.0182848,15.81943893
He is not unreasonable means that he is reasonable.,reasonable-unreasonable,y,mp,y,mf,39.84967804,91.64981079,12.12315178,16.51311111
She is reasonable means that she is reasonable.,reasonable-unreasonable,y,pp,n,fm,38.57157516,84.860672,8.065365791,14.41868591
She is unreasonable means that she is unreasonable.,reasonable-unreasonable,y,mm,n,fm,36.25419617,87.94207764,9.278573036,15.19890594
She is reasonable means that she is unreasonable.,reasonable-unreasonable,y,pm,n,fm,41.98077011,83.10192108,18.13879728,23.55677032
She is unreasonable means that she is reasonable.,reasonable-unreasonable,y,mp,n,fm,41.21748734,87.92441559,17.10911465,24.90134048
She is not reasonable means that she is reasonable.,reasonable-unreasonable,y,pp,y,fm,40.74484253,82.8447113,14.86050606,18.97480774
She is not unreasonable means that she is unreasonable.,reasonable-unreasonable,y,mm,y,fm,38.18045425,85.77470398,10.96979904,15.76472092
She is not reasonable means that she is unreasonable.,reasonable-unreasonable,y,pm,y,fm,40.72850037,83.74530029,15.69058132,14.62917328
She is not unreasonable means that she is reasonable.,reasonable-unreasonable,y,mp,y,fm,39.28445053,87.05357361,13.10979843,13.93740082
He is remarkable means that he is remarkable.,remarkable-unremarkable,y,pp,n,mf,40.55095673,86.58644104,15.39832687,19.40443802
He is unremarkable means that he is unremarkable.,remarkable-unremarkable,y,mm,n,mf,37.05069733,156.3283539,11.27046967,10.8458519
He is remarkable means that he is unremarkable.,remarkable-unremarkable,y,pm,n,mf,42.41004181,112.3783722,21.84847116,17.62238693
He is unremarkable means that he is remarkable.,remarkable-unremarkable,y,mp,n,mf,41.37307739,117.498703,19.73394871,18.5307312
He is not remarkable means that he is remarkable.,remarkable-unremarkable,y,pp,y,mf,41.10015869,85.0067749,19.31838703,22.55630875
He is not unremarkable means that he is unremarkable.,remarkable-unremarkable,y,mm,y,mf,46.52316284,157.5552368,12.72811699,11.20692444
He is not remarkable means that he is unremarkable.,remarkable-unremarkable,y,pm,y,mf,40.74842072,120.8001709,22.19814396,17.64537048
He is not unremarkable means that he is remarkable.,remarkable-unremarkable,y,mp,y,mf,46.65039825,114.15802,18.12605715,20.61311722
She is remarkable means that she is remarkable.,remarkable-unremarkable,y,pp,n,fm,39.58555603,89.54078674,15.27918339,18.82024384
She is unremarkable means that she is unremarkable.,remarkable-unremarkable,y,mm,n,fm,37.34386444,161.2274017,11.23699808,9.75308609
She is remarkable means that she is unremarkable.,remarkable-unremarkable,y,pm,n,fm,41.59101868,114.6559296,22.00832176,16.49228668
She is unremarkable means that she is remarkable.,remarkable-unremarkable,y,mp,n,fm,41.20031357,119.4635162,20.76943684,16.603405
She is not remarkable means that she is remarkable.,remarkable-unremarkable,y,pp,y,fm,40.34949493,85.75097656,20.17890787,21.91162109
She is not unremarkable means that she is unremarkable.,remarkable-unremarkable,y,mm,y,fm,45.99282837,156.2563477,12.77792549,10.28643799
She is not remarkable means that she is unremarkable.,remarkable-unremarkable,y,pm,y,fm,39.45724869,119.6833038,21.41693974,15.77836609
She is not unremarkable means that she is remarkable.,remarkable-unremarkable,y,mp,y,fm,45.52594757,118.0858612,19.11437178,19.21477127
He is sophisticated means that he is sophisticated.,sophisticated-unsophisticated,y,pp,n,mf,38.9305191,84.2141571,12.94048405,15.64644623
He is unsophisticated means that he is unsophisticated.,sophisticated-unsophisticated,y,mm,n,mf,41.28877258,221.5764313,9.707919598,9.974063873
He is sophisticated means that he is unsophisticated.,sophisticated-unsophisticated,y,pm,n,mf,44.29538727,145.2390137,18.50589657,20.35152054
He is unsophisticated means that he is sophisticated.,sophisticated-unsophisticated,y,mp,n,mf,43.35804749,146.77948,17.77488565,20.6666069
He is not sophisticated means that he is sophisticated.,sophisticated-unsophisticated,y,pp,y,mf,42.43585968,90.65621948,19.748209,21.31261826
He is not unsophisticated means that he is unsophisticated.,sophisticated-unsophisticated,y,mm,y,mf,48.87319565,202.7580566,12.09565496,11.78293228
He is not sophisticated means that he is unsophisticated.,sophisticated-unsophisticated,y,pm,y,mf,46.96095276,144.058548,18.98819256,16.27540588
He is not unsophisticated means that he is sophisticated.,sophisticated-unsophisticated,y,mp,y,mf,48.53448105,144.129364,19.55596828,18.10639572
She is sophisticated means that she is sophisticated.,sophisticated-unsophisticated,y,pp,n,fm,37.09495163,87.58184814,14.70493174,14.39134598
She is unsophisticated means that she is unsophisticated.,sophisticated-unsophisticated,y,mm,n,fm,41.37872314,214.6943054,10.80143213,8.73658371
She is sophisticated means that she is unsophisticated.,sophisticated-unsophisticated,y,pm,n,fm,42.30389786,148.188858,19.32859802,19.5117836
She is unsophisticated means that she is sophisticated.,sophisticated-unsophisticated,y,mp,n,fm,43.89855957,140.3900604,17.49280834,19.46802521
She is not sophisticated means that she is sophisticated.,sophisticated-unsophisticated,y,pp,y,fm,40.01823425,89.46643066,20.44693518,20.80522919
She is not unsophisticated means that she is unsophisticated.,sophisticated-unsophisticated,y,mm,y,fm,46.77885437,207.1846161,12.89248753,10.95293427
She is not sophisticated means that she is unsophisticated.,sophisticated-unsophisticated,y,pm,y,fm,42.55509186,144.684433,19.30771494,14.52904129
She is not unsophisticated means that she is sophisticated.,sophisticated-unsophisticated,y,mp,y,fm,46.72603607,142.6079712,18.97378206,16.34803391
He is successful means that he is successful.,successful-unsuccessful,y,pp,n,mf,31.52821732,87.22673035,13.01664209,12.52116013
He is unsuccessful means that he is unsuccessful.,successful-unsuccessful,y,mm,n,mf,36.26353455,83.93213654,18.33761787,13.76742172
He is successful means that he is unsuccessful.,successful-unsuccessful,y,pm,n,mf,36.13174057,87.12123871,22.45494795,21.64665985
He is unsuccessful means that he is successful.,successful-unsuccessful,y,mp,n,mf,37.70893478,84.88297272,25.5539012,22.92835999
He is not successful means that he is successful.,successful-unsuccessful,y,pp,y,mf,35.60485458,86.31022644,20.95766163,15.48130798
