sentence,adjectives,transparency,polarity,negation,gender,roberta_large_sentence_surprisal,bert_large_cased_sentence_surprisal,xlnet_large_cased_sentence_surprisal,gpt2_large_sentence_surprisal
"She is not generous, and he is stingy too.",generous-stingy,n,pm,y,fm,25.52636719,24.94748783,111.0709686,45.25876999
"She is not stingy, and he is generous too.",generous-stingy,n,mp,y,fm,21.67385864,26.26392174,97.49798584,40.94932556
"He is happy, and she is happy too.",happy-sad,n,pp,n,mf,0.964225769,1.814627647,103.4232941,25.94923401
"He is sad, and she is sad too.",happy-sad,n,mm,n,mf,1.24269104,2.886057854,80.77893066,29.44516373
"He is happy, and she is sad too.",happy-sad,n,pm,n,mf,31.53418732,13.98031139,80.55381775,31.80701828
"He is sad, and she is happy too.",happy-sad,n,mp,n,mf,30.4787178,15.85637093,90.06117249,33.31150436
"He is not happy, and she is happy too.",happy-sad,n,pp,y,mf,18.51420975,12.34961987,88.45683289,31.7341404
"He is not sad, and she is sad too.",happy-sad,n,mm,y,mf,19.34496307,14.41850471,78.30557251,37.18534088
"He is not happy, and she is sad too.",happy-sad,n,pm,y,mf,11.90481186,10.39557743,86.54846191,32.98417282
"He is not sad, and she is happy too.",happy-sad,n,mp,y,mf,17.97587204,12.38668346,88.33709717,37.12016678
"She is happy, and he is happy too.",happy-sad,n,pp,n,fm,1.178817749,1.711848259,88.47596741,25.46174622
"She is sad, and he is sad too.",happy-sad,n,mm,n,fm,1.276016235,3.029151917,84.56851959,28.22853088
"She is happy, and he is sad too.",happy-sad,n,pm,n,fm,31.83161545,14.47219372,83.42893982,31.31431198
"She is sad, and he is happy too.",happy-sad,n,mp,n,fm,31.50439072,14.8795414,93.44918823,31.88796616
"She is not happy, and he is happy too.",happy-sad,n,pp,y,fm,19.06127548,11.93541336,87.96492004,31.2697258
"She is not sad, and he is sad too.",happy-sad,n,mm,y,fm,20.54049683,13.78094578,83.52199554,37.12392807
"She is not happy, and he is sad too.",happy-sad,n,pm,y,fm,12.55327606,11.39884853,87.87960052,32.98150253
"She is not sad, and he is happy too.",happy-sad,n,mp,y,fm,18.21889496,12.11744499,85.80169678,37.3547821
"He is happy, and she is happy too.",happy-unhappy,y,pp,n,mf,0.964225769,1.814627647,103.4232941,25.94923401
"He is unhappy, and she is unhappy too.",happy-unhappy,y,mm,n,mf,1.604499817,2.127155304,96.45248413,29.66016006
"He is happy, and she is unhappy too.",happy-unhappy,y,pm,n,mf,19.47307205,13.13546848,93.67472839,33.22307205
"He is unhappy, and she is happy too.",happy-unhappy,y,mp,n,mf,15.08160019,14.22520638,96.98310852,31.10498428
"He is not happy, and she is happy too.",happy-unhappy,y,pp,y,mf,18.51420975,12.34961987,88.45683289,31.7341404
"He is not unhappy, and she is unhappy too.",happy-unhappy,y,mm,y,mf,20.1889267,14.97194004,89.17429352,38.30509186
"He is not happy, and she is unhappy too.",happy-unhappy,y,pm,y,mf,3.009025574,4.031888008,89.13349915,31.77867126
"He is not unhappy, and she is happy too.",happy-unhappy,y,mp,y,mf,6.603900909,9.449131012,91.15988922,34.58737946
"She is happy, and he is happy too.",happy-unhappy,y,pp,n,fm,1.178817749,1.711848259,88.47596741,25.46174622
"She is unhappy, and he is unhappy too.",happy-unhappy,y,mm,n,fm,1.822036743,1.952066422,99.81458282,29.8516922
"She is happy, and he is unhappy too.",happy-unhappy,y,pm,n,fm,20.57670975,13.11792755,88.85469055,33.13579941
"She is unhappy, and he is happy too.",happy-unhappy,y,mp,n,fm,15.12595367,14.06178379,100.3561707,30.7244873
"She is not happy, and he is happy too.",happy-unhappy,y,pp,y,fm,19.06127548,11.93541336,87.96492004,31.2697258
"She is not unhappy, and he is unhappy too.",happy-unhappy,y,mm,y,fm,20.52534103,14.42873764,89.61823273,38.35805511
"She is not happy, and he is unhappy too.",happy-unhappy,y,pm,y,fm,3.518463135,4.27941227,87.69493103,31.9744072
"She is not unhappy, and he is happy too.",happy-unhappy,y,mp,y,fm,6.675743103,9.4629879,92.52386475,34.36737823
"He is wealthy, and she is wealthy too.",wealthy-poor,n,pp,n,mf,1.50692749,2.800421715,104.6754913,29.48631859
"He is poor, and she is poor too.",wealthy-poor,n,mm,n,mf,1.090774536,2.383658409,87.03231812,30.14539337
"He is wealthy, and she is poor too.",wealthy-poor,n,pm,n,mf,26.70349884,10.38115215,93.9743042,33.82129669
"He is poor, and she is wealthy too.",wealthy-poor,n,mp,n,mf,24.94580078,13.81304169,103.2630615,35.03904724
"He is not wealthy, and she is wealthy too.",wealthy-poor,n,pp,y,mf,16.82345963,14.64986229,90.38822937,36.26979828
"He is not poor, and she is poor too.",wealthy-poor,n,mm,y,mf,14.41916275,12.35025311,83.61993408,35.79007339
"He is not wealthy, and she is poor too.",wealthy-poor,n,pm,y,mf,15.27322388,10.11101723,87.69316864,37.08001709
"He is not poor, and she is wealthy too.",wealthy-poor,n,mp,y,mf,20.61433029,12.71583176,90.07783508,38.57535934
"She is wealthy, and he is wealthy too.",wealthy-poor,n,pp,n,fm,1.892036438,3.083917618,102.6660156,29.72197533
"She is poor, and he is poor too.",wealthy-poor,n,mm,n,fm,1.278488159,2.546525002,87.06483459,30.81580544
"She is wealthy, and he is poor too.",wealthy-poor,n,pm,n,fm,29.67399216,11.33394337,101.1240997,32.7656517
"She is poor, and he is wealthy too.",wealthy-poor,n,mp,n,fm,25.4388504,12.24230576,98.50486755,33.93702698
"She is not wealthy, and he is wealthy too.",wealthy-poor,n,pp,y,fm,17.44746399,14.19810104,94.00289154,36.99029922
"She is not poor, and he is poor too.",wealthy-poor,n,mm,y,fm,15.81796646,11.38783169,81.42037964,36.73349762
"She is not wealthy, and he is poor too.",wealthy-poor,n,pm,y,fm,17.78128815,10.12603569,89.97914886,37.78722382
"She is not poor, and he is wealthy too.",wealthy-poor,n,mp,y,fm,22.02322006,11.56258869,85.68353271,39.53564453
"He is rich, and she is rich too.",rich-poor,n,pp,n,mf,1.572875977,2.630440712,94.43347931,28.54987335
"He is poor, and she is poor too.",rich-poor,n,mm,n,mf,1.090774536,2.383658409,87.03231812,30.14539337
"He is rich, and she is poor too.",rich-poor,n,pm,n,mf,21.17983246,6.165383339,80.97807312,31.25401688
"He is poor, and she is rich too.",rich-poor,n,mp,n,mf,21.26676178,12.91042137,91.19934082,33.02919388
"He is not rich, and she is rich too.",rich-poor,n,pp,y,mf,12.76358795,12.77215099,86.28645325,35.41096497
"He is not poor, and she is poor too.",rich-poor,n,mm,y,mf,14.41916275,12.35025311,83.61993408,35.79007339
"He is not rich, and she is poor too.",rich-poor,n,pm,y,mf,12.39494324,7.714640617,87.80961609,35.75793076
"He is not poor, and she is rich too.",rich-poor,n,mp,y,mf,18.10040283,12.63609409,86.57727051,37.65578079
"She is rich, and he is rich too.",rich-poor,n,pp,n,fm,1.877220154,3.370554924,87.7227478,28.10739899
"She is poor, and he is poor too.",rich-poor,n,mm,n,fm,1.278488159,2.546525002,87.06483459,30.81580544
"She is rich, and he is poor too.",rich-poor,n,pm,n,fm,23.90354156,7.294424057,76.6476593,30.04898262
"She is poor, and he is rich too.",rich-poor,n,mp,n,fm,21.54217148,11.8229475,102.7233429,31.78121185
"She is not rich, and he is rich too.",rich-poor,n,pp,y,fm,12.54377747,12.40964127,88.66849518,36.07668304
"She is not poor, and he is poor too.",rich-poor,n,mm,y,fm,15.81796646,11.38783169,81.42037964,36.73349762
"She is not rich, and he is poor too.",rich-poor,n,pm,y,fm,14.58453369,7.833192825,85.64582825,36.7564621
"She is not poor, and he is rich too.",rich-poor,n,mp,y,fm,19.04858017,11.39180088,81.3979187,38.6253891
"He is communicative, and she is communicative too.",communicative-uncommunicative,y,pp,n,mf,1.55921936,2.102579117,171.6646881,37.64876556
"He is uncommunicative, and she is uncommunicative too.",communicative-uncommunicative,y,mm,n,mf,1.329864502,2.32909584,175.1902161,39.62070465
"He is communicative, and she is uncommunicative too.",communicative-uncommunicative,y,pm,n,mf,17.66289139,3.961718559,175.3164368,44.90925598
"He is uncommunicative, and she is communicative too.",communicative-uncommunicative,y,mp,n,mf,10.82505035,4.203186989,164.9308014,43.86293411
"He is not communicative, and she is communicative too.",communicative-uncommunicative,y,pp,y,mf,12.75742722,9.196601868,160.1779633,42.80326843
"He is not uncommunicative, and she is uncommunicative too.",communicative-uncommunicative,y,mm,y,mf,8.80827713,8.823345184,188.7562561,45.26876831
"He is not communicative, and she is uncommunicative too.",communicative-uncommunicative,y,pm,y,mf,3.597221375,5.734145164,167.8129272,44.35191345
"He is not uncommunicative, and she is communicative too.",communicative-uncommunicative,y,mp,y,mf,12.4418335,8.132225037,185.5757599,47.47754669
"She is communicative, and he is communicative too.",communicative-uncommunicative,y,pp,n,fm,1.431045532,2.403471947,166.1556244,38.30794525
"She is uncommunicative, and he is uncommunicative too.",communicative-uncommunicative,y,mm,n,fm,1.256572723,2.700681686,173.6829834,38.76609421
"She is communicative, and he is uncommunicative too.",communicative-uncommunicative,y,pm,n,fm,18.07938004,4.462395668,159.3274994,45.45782089
"She is uncommunicative, and he is communicative too.",communicative-uncommunicative,y,mp,n,fm,13.07126617,4.29267025,154.4326324,43.0700798
"She is not communicative, and he is communicative too.",communicative-uncommunicative,y,pp,y,fm,13.76446152,9.341313362,155.3415833,42.59173584
"She is not uncommunicative, and he is uncommunicative too.",communicative-uncommunicative,y,mm,y,fm,8.182300568,9.123522758,182.0804596,44.88863754
"She is not communicative, and he is uncommunicative too.",communicative-uncommunicative,y,pm,y,fm,4.17199707,6.438487053,162.5652466,45.26785278
"She is not uncommunicative, and he is communicative too.",communicative-uncommunicative,y,mp,y,fm,12.85517502,8.439398766,179.3402405,47.09344101
"He is convincing, and she is convincing too.",convincing-unconvincing,y,pp,n,mf,6.550811768,5.862822533,110.2257767,33.91730881
"He is unconvincing, and she is unconvincing too.",convincing-unconvincing,y,mm,n,mf,1.40372467,4.452072144,169.9828339,35.35437012
"He is convincing, and she is unconvincing too.",convincing-unconvincing,y,pm,n,mf,18.26163864,13.96224022,150.4557343,41.20339203
"He is unconvincing, and she is convincing too.",convincing-unconvincing,y,mp,n,mf,16.64031982,19.25784922,141.4450989,40.65596771
"He is not convincing, and she is convincing too.",convincing-unconvincing,y,pp,y,mf,19.62098694,18.95311928,93.66692352,41.08039474
"He is not unconvincing, and she is unconvincing too.",convincing-unconvincing,y,mm,y,mf,9.200805664,9.663704872,175.0901337,43.28666306
"He is not convincing, and she is unconvincing too.",convincing-unconvincing,y,pm,y,mf,6.966701508,18.50387669,137.0279541,42.87303925
"He is not unconvincing, and she is convincing too.",convincing-unconvincing,y,mp,y,mf,17.37722397,26.89498615,127.161026,45.67466354
"She is convincing, and he is convincing too.",convincing-unconvincing,y,pp,n,fm,6.556438446,6.201473236,101.5229187,34.06554413
"She is unconvincing, and he is unconvincing too.",convincing-unconvincing,y,mm,n,fm,1.552074432,4.53273201,170.4976196,34.45902252
"She is convincing, and he is unconvincing too.",convincing-unconvincing,y,pm,n,fm,19.66205597,16.10407639,156.1976013,40.27502441
"She is unconvincing, and he is convincing too.",convincing-unconvincing,y,mp,n,fm,18.75931549,19.54377174,120.0930405,40.24705505
"She is not convincing, and he is convincing too.",convincing-unconvincing,y,pp,y,fm,20.71345901,18.80617094,92.64977264,39.92506409
"She is not unconvincing, and he is unconvincing too.",convincing-unconvincing,y,mm,y,fm,8.734516144,9.931306839,172.7454987,43.26294708
"She is not convincing, and he is unconvincing too.",convincing-unconvincing,y,pm,y,fm,8.667129517,19.73713732,137.9406738,41.27916336
"She is not unconvincing, and he is convincing too.",convincing-unconvincing,y,mp,y,fm,19.80170441,28.07740307,124.2267914,45.94324493
"He is desirable, and she is desirable too.",desirable-undesirable,y,pp,n,mf,3.835876465,3.327113152,102.4320145,34.68823624
"He is undesirable, and she is undesirable too.",desirable-undesirable,y,mm,n,mf,2.002040863,2.162999153,101.8821487,35.13513184
"He is desirable, and she is undesirable too.",desirable-undesirable,y,pm,n,mf,22.2962265,8.659093857,102.6413345,39.32020187
"He is undesirable, and she is desirable too.",desirable-undesirable,y,mp,n,mf,18.05521774,11.43770218,109.0904083,36.84134674
"He is not desirable, and she is desirable too.",desirable-undesirable,y,pp,y,mf,17.89525604,14.35482883,101.2206726,40.21286011
"He is not undesirable, and she is undesirable too.",desirable-undesirable,y,mm,y,mf,16.08202744,7.367959976,102.145134,42.06338501
"He is not desirable, and she is undesirable too.",desirable-undesirable,y,pm,y,mf,6.000686646,11.0672245,95.14976501,40.2246933
"He is not undesirable, and she is desirable too.",desirable-undesirable,y,mp,y,mf,12.59988022,15.94225693,103.0340271,41.00443268
"She is desirable, and he is desirable too.",desirable-undesirable,y,pp,n,fm,4.571273804,3.377182961,105.8415375,34.02121735
"She is undesirable, and he is undesirable too.",desirable-undesirable,y,mm,n,fm,2.266441345,2.320998192,103.5258255,35.82852936
"She is desirable, and he is undesirable too.",desirable-undesirable,y,pm,n,fm,22.16453552,9.693699837,105.7103958,39.08519745
"She is undesirable, and he is desirable too.",desirable-undesirable,y,mp,n,fm,20.70801544,12.5021677,115.8901596,37.13684082
"She is not desirable, and he is desirable too.",desirable-undesirable,y,pp,y,fm,18.69922256,13.50244141,94.95371246,39.28164291
"She is not undesirable, and he is undesirable too.",desirable-undesirable,y,mm,y,fm,17.06948471,7.332371712,105.4849854,42.83950806
"She is not desirable, and he is undesirable too.",desirable-undesirable,y,pm,y,fm,6.570381165,11.02056217,103.8535309,39.58783722
"She is not undesirable, and he is desirable too.",desirable-undesirable,y,mp,y,fm,14.9853363,17.18291283,103.2336121,42.14272308
"He is determined, and she is determined too.",determined-undetermined,y,pp,n,mf,3.71326828,2.699398041,96.93286133,29.66441727
"He is undetermined, and she is undetermined too.",determined-undetermined,y,mm,n,mf,1.24446106,3.739076614,125.1078949,42.3848877
"He is determined, and she is undetermined too.",determined-undetermined,y,pm,n,mf,20.44783401,17.88468266,109.5864029,44.1907196
"He is undetermined, and she is determined too.",determined-undetermined,y,mp,n,mf,19.87530518,24.07588434,112.2269745,45.17014313
"He is not determined, and she is determined too.",determined-undetermined,y,pp,y,mf,26.99838257,20.20936298,86.66236877,40.11018372
"He is not undetermined, and she is undetermined too.",determined-undetermined,y,mm,y,mf,11.15267944,9.917435646,128.5604553,49.8707428
"He is not determined, and she is undetermined too.",determined-undetermined,y,pm,y,mf,13.14774323,24.86094236,104.8993378,47.25733948
"He is not undetermined, and she is determined too.",determined-undetermined,y,mp,y,mf,25.24943924,29.08133364,109.944397,50.92784119
"She is determined, and he is determined too.",determined-undetermined,y,pp,n,fm,4.387199402,2.656038284,97.60327148,28.25974655
"She is undetermined, and he is undetermined too.",determined-undetermined,y,mm,n,fm,1.359386444,4.032139778,124.2683182,42.27636337
"She is determined, and he is undetermined too.",determined-undetermined,y,pm,n,fm,19.93099594,19.33126259,118.1604004,43.3602562
"She is undetermined, and he is determined too.",determined-undetermined,y,mp,n,fm,21.5719986,22.96688604,108.7145538,45.46556091
"She is not determined, and he is determined too.",determined-undetermined,y,pp,y,fm,28.48311996,20.0275259,83.35516357,38.3559494
"She is not undetermined, and he is undetermined too.",determined-undetermined,y,mm,y,fm,10.96585464,10.17964363,121.1265564,49.37910461
"She is not determined, and he is undetermined too.",determined-undetermined,y,pm,y,fm,14.46067429,25.56576157,101.7962189,45.98299408
"She is not undetermined, and he is determined too.",determined-undetermined,y,mp,y,fm,26.27366638,28.5757103,107.4529877,51.12306213
"He is manageable, and she is manageable too.",manageable-unmanageable,y,pp,n,mf,5.283901215,2.750565529,107.0305862,40.03475952
"He is unmanageable, and she is unmanageable too.",manageable-unmanageable,y,mm,n,mf,1.204811096,2.104557037,157.8518066,38.13272476
"He is manageable, and she is unmanageable too.",manageable-unmanageable,y,pm,n,mf,23.72356796,8.517807961,130.0411072,48.33572769
"He is unmanageable, and she is manageable too.",manageable-unmanageable,y,mp,n,mf,19.85565186,9.308325768,136.9887695,44.59329224
"He is not manageable, and she is manageable too.",manageable-unmanageable,y,pp,y,mf,30.56968689,7.39777565,97.76467896,47.10837555
"He is not unmanageable, and she is unmanageable too.",manageable-unmanageable,y,mm,y,mf,11.83613586,7.448293686,167.0877686,46.32318115
"He is not manageable, and she is unmanageable too.",manageable-unmanageable,y,pm,y,mf,8.549217224,10.67589188,117.5985794,50.88716507
"He is not unmanageable, and she is manageable too.",manageable-unmanageable,y,mp,y,mf,13.58201981,12.8765564,127.9831161,46.88584137
"She is manageable, and he is manageable too.",manageable-unmanageable,y,pp,n,fm,6.173782349,2.917105675,106.8859711,39.28902435
"She is unmanageable, and he is unmanageable too.",manageable-unmanageable,y,mm,n,fm,1.320877075,2.503264427,137.3387756,39.39577866
"She is manageable, and he is unmanageable too.",manageable-unmanageable,y,pm,n,fm,24.15548325,9.324271202,143.6720276,47.15777588
"She is unmanageable, and he is manageable too.",manageable-unmanageable,y,mp,n,fm,20.45843124,9.424445152,148.39888,45.5078125
"She is not manageable, and he is manageable too.",manageable-unmanageable,y,pp,y,fm,31.94218826,7.334967613,98.28163147,47.05737305
"She is not unmanageable, and he is unmanageable too.",manageable-unmanageable,y,mm,y,fm,10.89199829,7.852921486,164.3150635,48.4911499
"She is not manageable, and he is unmanageable too.",manageable-unmanageable,y,pm,y,fm,8.70293808,10.78283215,130.2224426,50.95062637
"She is not unmanageable, and he is manageable too.",manageable-unmanageable,y,mp,y,fm,14.37995911,13.10328007,130.5877838,48.61997604
"He is predictable, and she is predictable too.",predictable-unpredictable,y,pp,n,mf,2.732261658,2.366443634,101.1780853,33.91239548
"He is unpredictable, and she is unpredictable too.",predictable-unpredictable,y,mm,n,mf,3.640964508,2.978598595,97.63402557,31.97254944
"He is predictable, and she is unpredictable too.",predictable-unpredictable,y,pm,n,mf,17.29851151,13.74292564,100.2880402,35.96048737
"He is unpredictable, and she is predictable too.",predictable-unpredictable,y,mp,n,mf,13.26679611,11.69362354,108.7075958,36.5192337
"He is not predictable, and she is predictable too.",predictable-unpredictable,y,pp,y,mf,17.0809021,8.940865517,90.78944397,39.59141922
"He is not unpredictable, and she is unpredictable too.",predictable-unpredictable,y,mm,y,mf,15.82822037,13.23404884,86.56074524,38.86775589
"He is not predictable, and she is unpredictable too.",predictable-unpredictable,y,pm,y,mf,8.35660553,13.04041576,90.53881836,36.47551346
"He is not unpredictable, and she is predictable too.",predictable-unpredictable,y,mp,y,mf,12.74085617,19.60536146,96.88749695,40.90487289
"She is predictable, and he is predictable too.",predictable-unpredictable,y,pp,n,fm,2.704338074,2.547044754,100.5609512,33.59719086
"She is unpredictable, and he is unpredictable too.",predictable-unpredictable,y,mm,n,fm,3.987987518,3.218766212,99.91391754,32.30197525
"She is predictable, and he is unpredictable too.",predictable-unpredictable,y,pm,n,fm,17.75353241,14.14346218,91.07961273,35.64250946
"She is unpredictable, and he is predictable too.",predictable-unpredictable,y,mp,n,fm,12.39650726,11.26493645,100.4553375,36.40621948
"She is not predictable, and he is predictable too.",predictable-unpredictable,y,pp,y,fm,18.64408875,9.062333107,92.2066803,38.30315399
"She is not unpredictable, and he is unpredictable too.",predictable-unpredictable,y,mm,y,fm,17.24445724,13.38079262,97.26524353,38.62881851
"She is not predictable, and he is unpredictable too.",predictable-unpredictable,y,pm,y,fm,9.615642548,14.07178211,93.32437897,36.09893417
"She is not unpredictable, and he is predictable too.",predictable-unpredictable,y,mp,y,fm,13.79255676,19.55126619,90.04975891,40.67817307
"He is reasonable, and she is reasonable too.",reasonable-unreasonable,y,pp,n,mf,3.155540466,4.583767891,99.1313324,31.48275375
"He is unreasonable, and she is unreasonable too.",reasonable-unreasonable,y,mm,n,mf,4.577068329,2.614360809,101.4460297,33.46965027
"He is reasonable, and she is unreasonable too.",reasonable-unreasonable,y,pm,n,mf,29.57553864,15.5440917,99.00283813,35.44561005
"He is unreasonable, and she is reasonable too.",reasonable-unreasonable,y,mp,n,mf,22.35050583,22.00536823,109.9526215,35.73396301
"He is not reasonable, and she is reasonable too.",reasonable-unreasonable,y,pp,y,mf,24.07297134,17.93046093,89.64637756,39.60737228
"He is not unreasonable, and she is unreasonable too.",reasonable-unreasonable,y,mm,y,mf,13.24594498,8.315613747,93.71278381,39.63806152
"He is not reasonable, and she is unreasonable too.",reasonable-unreasonable,y,pm,y,mf,9.72561264,18.01317596,94.06402588,39.05316925
"He is not unreasonable, and she is reasonable too.",reasonable-unreasonable,y,mp,y,mf,10.3787117,23.81759596,92.16188049,37.59029007
"She is reasonable, and he is reasonable too.",reasonable-unreasonable,y,pp,n,fm,3.731132507,4.968298912,90.00376892,31.56994247
"She is unreasonable, and he is unreasonable too.",reasonable-unreasonable,y,mm,n,fm,5.193824768,3.078764915,99.65670776,33.83712769
"She is reasonable, and he is unreasonable too.",reasonable-unreasonable,y,pm,n,fm,29.66101074,16.71487474,92.41163635,35.3656311
"She is unreasonable, and he is reasonable too.",reasonable-unreasonable,y,mp,n,fm,23.43626785,22.71084547,108.3180084,35.67991257
"She is not reasonable, and he is reasonable too.",reasonable-unreasonable,y,pp,y,fm,23.09236145,18.14966393,87.0160141,39.31575394
"She is not unreasonable, and he is unreasonable too.",reasonable-unreasonable,y,mm,y,fm,13.17588043,8.657083511,93.25790405,40.04105377
"She is not reasonable, and he is unreasonable too.",reasonable-unreasonable,y,pm,y,fm,11.08931351,18.17168951,93.52060699,38.84788513
"She is not unreasonable, and he is reasonable too.",reasonable-unreasonable,y,mp,y,fm,12.20636749,24.5858531,89.36247253,38.21770477
"He is remarkable, and she is remarkable too.",remarkable-unremarkable,y,pp,n,mf,2.884140015,3.573581696,100.2679901,31.80181122
"He is unremarkable, and she is unremarkable too.",remarkable-unremarkable,y,mm,n,mf,1.121635437,2.339576721,157.9397583,34.61448288
"He is remarkable, and she is unremarkable too.",remarkable-unremarkable,y,pm,n,mf,16.12114334,10.23917389,122.2021027,38.95598984
"He is unremarkable, and she is remarkable too.",remarkable-unremarkable,y,mp,n,mf,14.20434952,15.16421556,134.6295013,41.43321228
"He is not remarkable, and she is remarkable too.",remarkable-unremarkable,y,pp,y,mf,20.66139984,16.4939642,97.25174713,41.14123917
"He is not unremarkable, and she is unremarkable too.",remarkable-unremarkable,y,mm,y,mf,8.803710938,7.563584328,170.5981445,44.884655
"He is not remarkable, and she is unremarkable too.",remarkable-unremarkable,y,pm,y,mf,13.89295197,17.63847971,118.4427872,42.73959351
"He is not unremarkable, and she is remarkable too.",remarkable-unremarkable,y,mp,y,mf,13.74635696,21.24203777,131.0764618,47.87286758
"She is remarkable, and he is remarkable too.",remarkable-unremarkable,y,pp,n,fm,3.296768188,3.871173859,99.01225281,31.29667664
"She is unremarkable, and he is unremarkable too.",remarkable-unremarkable,y,mm,n,fm,1.179992676,2.539532661,151.2850952,33.99153519
"She is remarkable, and he is unremarkable too.",remarkable-unremarkable,y,pm,n,fm,18.70803452,11.01590919,122.6683121,38.85332489
"She is unremarkable, and he is remarkable too.",remarkable-unremarkable,y,mp,n,fm,18.49089813,15.2966733,122.2345047,40.40033722
"She is not remarkable, and he is remarkable too.",remarkable-unremarkable,y,pp,y,fm,22.27173233,16.72289848,96.95735931,40.18352127
"She is not unremarkable, and he is unremarkable too.",remarkable-unremarkable,y,mm,y,fm,8.712680817,7.92759037,170.4821167,44.13442993
"She is not remarkable, and he is unremarkable too.",remarkable-unremarkable,y,pm,y,fm,16.05530167,18.84747887,120.8184814,42.65209579
"She is not unremarkable, and he is remarkable too.",remarkable-unremarkable,y,mp,y,fm,17.66727448,21.65861416,137.4811707,47.14794922
"He is sophisticated, and she is sophisticated too.",sophisticated-unsophisticated,y,pp,n,mf,3.656154633,2.350183487,97.89864349,34.67459106
"He is unsophisticated, and she is unsophisticated too.",sophisticated-unsophisticated,y,mm,n,mf,1.239238739,1.889742851,209.8291321,37.68487549
"He is sophisticated, and she is unsophisticated too.",sophisticated-unsophisticated,y,pm,n,mf,20.34863663,8.155352592,156.4403687,41.64334869
"He is unsophisticated, and she is sophisticated too.",sophisticated-unsophisticated,y,mp,n,mf,18.91262054,11.46317339,152.5222015,39.85011673
"He is not sophisticated, and she is sophisticated too.",sophisticated-unsophisticated,y,pp,y,mf,25.65746307,14.13930035,93.10441589,40.37608337
"He is not unsophisticated, and she is unsophisticated too.",sophisticated-unsophisticated,y,mm,y,mf,8.188327789,8.55393219,207.0750427,44.00968933
"He is not sophisticated, and she is unsophisticated too.",sophisticated-unsophisticated,y,pm,y,mf,11.7308197,20.44719601,139.8275757,44.17015076
"He is not unsophisticated, and she is sophisticated too.",sophisticated-unsophisticated,y,mp,y,mf,13.24839401,22.89912224,146.2726288,44.88314056
"She is sophisticated, and he is sophisticated too.",sophisticated-unsophisticated,y,pp,n,fm,4.072170258,2.518992424,105.566246,34.49835205
"She is unsophisticated, and he is unsophisticated too.",sophisticated-unsophisticated,y,mm,n,fm,1.302589417,2.226596832,214.8594666,38.23016357
"She is sophisticated, and he is unsophisticated too.",sophisticated-unsophisticated,y,pm,n,fm,20.366436,10.02434921,161.3376617,41.19146729
"She is unsophisticated, and he is sophisticated too.",sophisticated-unsophisticated,y,mp,n,fm,21.65063095,12.8333602,161.0070496,40.58849335
"She is not sophisticated, and he is sophisticated too.",sophisticated-unsophisticated,y,pp,y,fm,26.85404205,13.46765995,97.97659302,39.0952034
"She is not unsophisticated, and he is unsophisticated too.",sophisticated-unsophisticated,y,mm,y,fm,7.636676788,8.929284096,212.0402679,44.0610199
"She is not sophisticated, and he is unsophisticated too.",sophisticated-unsophisticated,y,pm,y,fm,12.91854858,21.12215424,154.2583008,44.0906868
"She is not unsophisticated, and he is sophisticated too.",sophisticated-unsophisticated,y,mp,y,fm,14.41233826,24.83161926,145.3996887,44.93685913
"He is successful, and she is successful too.",successful-unsuccessful,y,pp,n,mf,2.697357178,1.716849327,98.44681549,30.09875488
"He is unsuccessful, and she is unsuccessful too.",successful-unsuccessful,y,mm,n,mf,1.701850891,2.691922188,100.659668,37.5351944
"He is successful, and she is unsuccessful too.",successful-unsuccessful,y,pm,n,mf,19.41507721,10.11524582,101.228653,35.81866837
"He is unsuccessful, and she is successful too.",successful-unsuccessful,y,mp,n,mf,16.13375473,13.29738808,107.5910034,37.46556854
"He is not successful, and she is successful too.",successful-unsuccessful,y,pp,y,mf,19.94527435,14.7619133,96.48902893,37.14988708
"He is not unsuccessful, and she is unsuccessful too.",successful-unsuccessful,y,mm,y,mf,16.41360092,13.73864269,101.9077148,44.36989594
"He is not successful, and she is unsuccessful too.",successful-unsuccessful,y,pm,y,mf,5.200191498,6.638430595,106.1777039,38.27957916
"He is not unsuccessful, and she is successful too.",successful-unsuccessful,y,mp,y,mf,14.24333572,12.68514156,99.39159393,41.53735352
"She is successful, and he is successful too.",successful-unsuccessful,y,pp,n,fm,3.570102692,1.845129967,96.36161804,30.08148575
"She is unsuccessful, and he is unsuccessful too.",successful-unsuccessful,y,mm,n,fm,2.209381104,2.506715775,105.2670898,36.52965546
"She is successful, and he is unsuccessful too.",successful-unsuccessful,y,pm,n,fm,22.36412811,10.01800919,99.47458649,35.23934937
"She is unsuccessful, and he is successful too.",successful-unsuccessful,y,mp,n,fm,17.06047058,12.53798485,104.1238556,36.4462471
"She is not successful, and he is successful too.",successful-unsuccessful,y,pp,y,fm,20.90710449,14.17255497,88.00488281,36.02396774
"She is not unsuccessful, and he is unsuccessful too.",successful-unsuccessful,y,mm,y,fm,17.10801315,13.50066471,97.72451019,42.50571442
"She is not successful, and he is unsuccessful too.",successful-unsuccessful,y,pm,y,fm,5.96137619,6.322174072,99.72398376,37.5165062
"She is not unsuccessful, and he is successful too.",successful-unsuccessful,y,mp,y,fm,16.8903923,13.0261507,95.10900116,40.00528717
"He is truthful, and she is truthful too.",truthful-untruthful,y,pp,n,mf,4.871936798,2.371117592,116.4004669,34.51056671
