sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_surprisal,xlnet_large_cased_surprisal,bert_large_cased_surprisal,roberta_large_surprisal
She is not efficient means that she is efficient.,efficient-inefficient,y,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-10.819501876831055;-9.820799827575684;-2.5226211547851562;-0.8435287475585938;-1.2333097457885742;-5.890888690948486;-1.7998952865600586,0.0;-3.4424896240234375;-3.8338680267333984;-9.95795726776123;-11.87576675415039;-5.9512786865234375;-8.337348937988281;-5.3656463623046875;-6.81596565246582;-5.045021057128906,-1.0131301879882812;-0.030930519104003906;-2.349212646484375;-1.3340978622436523;-6.633421897888184;-0.10026073455810547;-0.5867843627929688;-0.06882667541503906;-3.878253936767578;-0.1297168731689453,-0.6222305297851562;-0.31612396240234375;-1.4341354370117188;-3.3553199768066406;-8.129627227783203;-0.0466461181640625;-0.7958145141601562;-0.0545196533203125;-5.270244598388672;-0.17321014404296875
She is not inefficient means that she is inefficient.,efficient-inefficient,y,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-13.561417579650879;-10.56200885772705;-2.3026113510131836;-0.8340139389038086;-1.2089977264404297;-4.906235218048096;-1.3510980606079102,0.0;-3.602773666381836;-3.7014236450195312;-23.089574813842773;-10.438316345214844;-5.927959442138672;-6.965297698974609;-4.0950469970703125;-19.741268157958984;-4.901586532592773,-0.9077978134155273;-0.046034812927246094;-2.9243831634521484;-0.008939743041992188;-6.735635757446289;-0.2292947769165039;-0.26438140869140625;-0.10216617584228516;-0.01093292236328125;-0.09189414978027344,-0.38336181640625;-0.5366058349609375;-1.2003021240234375;-4.151103973388672;-7.669841766357422;-0.114959716796875;-0.2985992431640625;-0.053131103515625;-1.2025947570800781;-0.12735748291015625
She is not efficient means that she is inefficient.,efficient-inefficient,y,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-10.819501876831055;-9.820799827575684;-2.5226211547851562;-0.8435287475585938;-1.2333097457885742;-4.037096977233887;-1.2341880798339844,0.0;-3.7176666259765625;-3.693218231201172;-10.147745132446289;-11.870660781860352;-6.2235870361328125;-7.748682022094727;-4.603656768798828;-15.36726188659668;-4.545190811157227,-0.7491044998168945;-0.023662567138671875;-2.3753490447998047;-3.1153173446655273;-6.935126304626465;-0.3494892120361328;-0.07556533813476562;-0.023426055908203125;-0.002155303955078125;-0.052215576171875,-0.35631561279296875;-0.25148773193359375;-0.1909942626953125;-3.359832763671875;-7.448246002197266;-0.0482330322265625;-0.13927459716796875;-0.0492706298828125;-1.6405105590820312;-0.107391357421875
She is not inefficient means that she is efficient.,efficient-inefficient,y,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-13.561417579650879;-10.56200885772705;-2.3026113510131836;-0.8340139389038086;-1.2089977264404297;-4.357825756072998;-1.4802532196044922,0.0;-2.869964599609375;-3.2522201538085938;-22.538458824157715;-10.4496488571167;-6.022212982177734;-8.322742462158203;-3.3497276306152344;-7.365956783294678;-5.038804531097412,-0.5891933441162109;-0.0386810302734375;-1.0032148361206055;-0.022043228149414062;-7.4041643142700195;-1.2537641525268555;-0.036017417907714844;-0.021648406982421875;-2.3398122787475586;-0.09003829956054688,-0.21990203857421875;-0.23691558837890625;-0.4541893005371094;-6.700111389160156;-7.428707122802734;-0.2061004638671875;-0.06029510498046875;-0.050323486328125;-2.440032958984375;-0.12746429443359375
He is effective means that he is effective.,effective-ineffective,y,pp,n,mf,0.0;-3.1556758880615234;-9.733128547668457;-10.512300491333008;-3.728041648864746;-2.1287426948547363;-1.5364885330200195;-3.3210601806640625;-1.5916156768798828,0.0;-3.0823707580566406;-7.829965591430664;-12.88753890991211;-4.091135025024414;-5.272067070007324;-7.093101501464844;-8.947320938110352;-6.362344741821289,-0.39706897735595703;-0.07042884826660156;-1.2175140380859375;-4.021524429321289;-0.06333160400390625;-0.26924991607666016;-0.025177001953125;-0.8256311416625977;-0.18465614318847656,-0.6929473876953125;-1.3918647766113281;-2.4935836791992188;-6.085979461669922;-0.08133697509765625;-0.32141876220703125;-0.153167724609375;-1.9237785339355469;-0.1551971435546875
He is ineffective means that he is ineffective.,effective-ineffective,y,mm,n,mf,0.0;-3.1556758880615234;-11.856334686279297;-10.611454963684082;-2.2607011795043945;-1.2344560623168945;-1.2876806259155273;-2.548440933227539;-1.478743553161621,0.0;-3.0492630004882812;-10.672576904296875;-11.615787506103516;-3.5851593017578125;-3.9001197814941406;-4.419084548950195;-9.892149925231934;-5.911795616149902,-0.8692216873168945;-0.2868995666503906;-2.485053062438965;-6.7544145584106445;-0.1546497344970703;-0.3555479049682617;-0.08288955688476562;-2.4282140731811523;-0.13636398315429688,-0.9800529479980469;-1.3349037170410156;-2.1620864868164062;-6.249366760253906;-0.0544281005859375;-0.356842041015625;-0.13550567626953125;-2.5808448791503906;-0.13039398193359375
He is effective means that he is ineffective.,effective-ineffective,y,pm,n,mf,0.0;-3.1556758880615234;-9.733128547668457;-10.512300491333008;-3.728041648864746;-2.1287426948547363;-1.5364885330200195;-6.788257598876953;-1.5092506408691406,0.0;-6.631229400634766;-7.135503768920898;-12.442338943481445;-5.052520751953125;-6.4106035232543945;-7.262847900390625;-9.759742736816406;-5.696229457855225,-0.7602815628051758;-0.3582754135131836;-3.6753482818603516;-6.791278839111328;-0.2791280746459961;-0.42165088653564453;-0.03364753723144531;-5.559223175048828;-0.13534164428710938,-1.1999931335449219;-1.1264457702636719;-4.256263732910156;-6.518150329589844;-0.046051025390625;-1.2047882080078125;-0.06923675537109375;-6.588413238525391;-0.13050079345703125
He is ineffective means that he is effective.,effective-ineffective,y,mp,n,mf,0.0;-3.1556758880615234;-11.856334686279297;-10.611454963684082;-2.2607011795043945;-1.2344560623168945;-1.2876806259155273;-6.426931381225586;-1.7277908325195312,0.0;-3.3992233276367188;-9.63138198852539;-13.49453353881836;-5.229829788208008;-5.5808305740356445;-5.843330383300781;-5.259939193725586;-5.019779205322266,-0.8238763809204102;-0.23662948608398438;-5.480111122131348;-7.390923023223877;-0.1427631378173828;-0.27077293395996094;-0.09867191314697266;-6.079743385314941;-0.17273521423339844,-0.8929214477539062;-2.0654945373535156;-7.203899383544922;-6.946929931640625;-0.035064697265625;-0.6558685302734375;-0.1004791259765625;-5.426456451416016;-0.155120849609375
He is not effective means that he is effective.,effective-ineffective,y,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-9.36198902130127;-10.299440383911133;-3.460697650909424;-2.176576614379883;-1.3884077072143555;-3.7505569458007812;-1.420736312866211,0.0;-3.323822021484375;-2.5609683990478516;-7.454218864440918;-9.961572647094727;-5.991710662841797;-6.531770706176758;-6.214855194091797;-9.836124420166016;-4.942000389099121,-1.1145763397216797;-0.05069923400878906;-2.6679725646972656;-4.264015197753906;-5.435389518737793;-0.33078765869140625;-0.22104835510253906;-0.14620590209960938;-4.897809028625488;-0.1777019500732422,-1.1450424194335938;-0.6048583984375;-1.0924339294433594;-2.4224090576171875;-8.15250015258789;-0.26267242431640625;-0.31890106201171875;-0.05776214599609375;-3.620197296142578;-0.1558074951171875
He is not ineffective means that he is ineffective.,effective-ineffective,y,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.391141891479492;-10.606886863708496;-1.5819664001464844;-0.5579128265380859;-0.7944116592407227;-2.5287485122680664;-1.2082405090332031,0.0;-3.450389862060547;-4.3128204345703125;-13.323686599731445;-13.41521167755127;-4.842964172363281;-7.679533004760742;-5.274425506591797;-10.574159622192383;-5.093621253967285,-0.7597513198852539;-0.044320106506347656;-1.2769012451171875;-3.367725372314453;-6.66526985168457;-0.21205520629882812;-0.12998390197753906;-0.06387138366699219;-2.1264238357543945;-0.10006141662597656,-1.1469268798828125;-0.7604598999023438;-1.4209861755371094;-4.310146331787109;-6.705371856689453;-0.06003570556640625;-0.068206787109375;-0.06238555908203125;-1.7093429565429688;-0.1351318359375
He is not effective means that he is ineffective.,effective-ineffective,y,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-9.36198902130127;-10.299440383911133;-3.460697650909424;-2.176576614379883;-1.3884077072143555;-3.719576835632324;-1.3059453964233398,0.0;-3.446887969970703;-3.9673919677734375;-4.836771011352539;-11.147565841674805;-6.508579254150391;-6.925986289978027;-5.767719268798828;-9.248252868652344;-5.482311248779297,-0.8760976791381836;-0.055522918701171875;-1.1746854782104492;-2.2842979431152344;-5.871633529663086;-0.4477357864379883;-0.1135101318359375;-0.033295631408691406;-3.0362548828125;-0.07132339477539062,-0.985748291015625;-0.33274078369140625;-0.4298973083496094;-1.5220680236816406;-7.325279235839844;-0.08666229248046875;-0.1178131103515625;-0.06957244873046875;-1.5253829956054688;-0.10315704345703125
He is not ineffective means that he is effective.,effective-ineffective,y,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.391141891479492;-10.606886863708496;-1.5819664001464844;-0.5579128265380859;-0.7944116592407227;-4.825314521789551;-1.180124282836914,0.0;-2.0898208618164062;-3.9415550231933594;-13.47812271118164;-10.319236755371094;-3.9997024536132812;-5.494342803955078;-3.782268524169922;-9.653247833251953;-4.565352439880371,-0.7500991821289062;-0.042311668395996094;-1.0303630828857422;-4.209688186645508;-7.0100250244140625;-0.37212085723876953;-0.11971187591552734;-0.08292770385742188;-4.062531471252441;-0.10748863220214844,-0.6171035766601562;-0.5526123046875;-0.8891677856445312;-4.289417266845703;-6.8631591796875;-0.2482757568359375;-0.02706146240234375;-0.05019378662109375;-2.7983627319335938;-0.1313629150390625
She is effective means that she is effective.,effective-ineffective,y,pp,n,fm,0.0;-3.225691318511963;-9.966315269470215;-9.84454345703125;-3.2186174392700195;-1.7424707412719727;-1.4735441207885742;-3.633077621459961;-1.6136465072631836,0.0;-3.3527145385742188;-8.287958145141602;-12.051322937011719;-4.02005672454834;-8.655082702636719;-5.459186553955078;-8.791118621826172;-5.660606384277344,-0.6605310440063477;-0.07160568237304688;-1.485921859741211;-3.421858787536621;-0.07344722747802734;-0.7044572830200195;-0.02646636962890625;-1.3599576950073242;-0.1710338592529297,-0.3753662109375;-0.9656143188476562;-2.7963485717773438;-5.643836975097656;-0.06781005859375;-0.22357177734375;-0.1234588623046875;-2.1692543029785156;-0.15370941162109375
She is ineffective means that she is ineffective.,effective-ineffective,y,mm,n,fm,0.0;-3.225691318511963;-12.2268648147583;-9.981513023376465;-2.3453469276428223;-1.3602561950683594;-1.3518238067626953;-2.8522233963012695;-1.644439697265625,0.0;-3.0608463287353516;-10.449588775634766;-8.980463027954102;-3.125115394592285;-7.551943778991699;-2.6301612854003906;-8.380358695983887;-5.429697036743164,-1.1449060440063477;-0.439544677734375;-3.5662269592285156;-6.444945335388184;-0.15778636932373047;-0.7456455230712891;-0.07112693786621094;-3.617168426513672;-0.12596893310546875,-0.4615592956542969;-0.9727401733398438;-3.0511741638183594;-6.200859069824219;-0.04742431640625;-0.3143463134765625;-0.111541748046875;-2.629169464111328;-0.129669189453125
She is effective means that she is ineffective.,effective-ineffective,y,pm,n,fm,0.0;-3.225691318511963;-9.966315269470215;-9.84454345703125;-3.2186174392700195;-1.7424707412719727;-1.4735441207885742;-7.5899176597595215;-1.3825950622558594,0.0;-3.466684341430664;-7.0829854011535645;-12.689244270324707;-4.372335433959961;-8.370173454284668;-6.249141693115234;-7.969313621520996;-4.311444282531738,-1.9841766357421875;-0.43958568572998047;-4.579216003417969;-6.074695110321045;-0.11576366424560547;-1.1419219970703125;-0.035663604736328125;-5.9660115242004395;-0.1422748565673828,-0.7984771728515625;-0.8417205810546875;-4.551914215087891;-6.249752044677734;-0.0442657470703125;-1.2985382080078125;-0.06035614013671875;-7.596836090087891;-0.13269805908203125
She is ineffective means that she is effective.,effective-ineffective,y,mp,n,fm,0.0;-3.225691318511963;-12.2268648147583;-9.981513023376465;-2.3453469276428223;-1.3602561950683594;-1.3518238067626953;-6.107085227966309;-2.0116748809814453,0.0;-3.200529098510742;-9.200620651245117;-14.492107391357422;-4.935159683227539;-7.113561630249023;-3.879547119140625;-4.6142425537109375;-4.312889099121094,-1.08502197265625;-0.3542137145996094;-5.789088726043701;-6.562507629394531;-0.1327810287475586;-0.6448469161987305;-0.09569358825683594;-7.094595909118652;-0.1706829071044922,-0.39913177490234375;-2.0106163024902344;-8.20635986328125;-6.923885345458984;-0.0320281982421875;-0.7481842041015625;-0.0896759033203125;-5.410388946533203;-0.15940093994140625
She is not effective means that she is effective.,effective-ineffective,y,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.776204109191895;-9.597439765930176;-2.8436450958251953;-1.8366127014160156;-1.1821460723876953;-3.9362030029296875;-1.4703426361083984,0.0;-3.3047828674316406;-3.135110855102539;-7.007965087890625;-10.120451927185059;-6.069591522216797;-8.391185760498047;-4.5616455078125;-10.161460876464844;-5.160037994384766,-1.3334226608276367;-0.04956817626953125;-2.4779129028320312;-4.085151672363281;-4.9567461013793945;-0.1872701644897461;-0.38619232177734375;-0.1670064926147461;-5.414796829223633;-0.14811134338378906,-0.4867706298828125;-0.5412063598632812;-0.9943275451660156;-2.7936363220214844;-8.039741516113281;-0.18207550048828125;-0.6434097290039062;-0.055084228515625;-3.8213233947753906;-0.17586517333984375
She is not ineffective means that she is ineffective.,effective-ineffective,y,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.732441902160645;-10.320918083190918;-1.9262466430664062;-0.7531499862670898;-0.8332300186157227;-2.5705604553222656;-1.3226203918457031,0.0;-3.4243698120117188;-3.3832225799560547;-13.401996612548828;-12.430627822875977;-6.1975860595703125;-8.114326477050781;-4.778995513916016;-9.395294189453125;-4.711816787719727,-0.8876056671142578;-0.03662872314453125;-1.3463850021362305;-4.36848783493042;-6.336787223815918;-0.19162750244140625;-0.259521484375;-0.052582740783691406;-3.7261929512023926;-0.0885009765625,-0.38918304443359375;-0.7226371765136719;-1.2837791442871094;-5.026756286621094;-6.5629119873046875;-0.041778564453125;-0.09149932861328125;-0.05779266357421875;-1.846099853515625;-0.13825225830078125
She is not effective means that she is ineffective.,effective-ineffective,y,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.776204109191895;-9.597439765930176;-2.8436450958251953;-1.8366127014160156;-1.1821460723876953;-3.7152304649353027;-1.3196887969970703,0.0;-3.3705978393554688;-3.856637954711914;-5.441921234130859;-11.074033737182617;-5.943370819091797;-8.349210739135742;-5.118934631347656;-9.521486282348633;-4.712677001953125,-1.1626768112182617;-0.049683570861816406;-0.8545331954956055;-2.5103015899658203;-5.277104377746582;-0.21317481994628906;-0.24446964263916016;-0.0286102294921875;-3.0854263305664062;-0.07007026672363281,-0.2745361328125;-0.32244873046875;-0.3427734375;-1.7378959655761719;-6.916835784912109;-0.05886077880859375;-0.12841033935546875;-0.05950927734375;-1.7550315856933594;-0.1051025390625
She is not ineffective means that she is effective.,effective-ineffective,y,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.732441902160645;-10.320918083190918;-1.9262466430664062;-0.7531499862670898;-0.8332300186157227;-4.231365203857422;-1.286402702331543,0.0;-3.381711959838867;-3.575380325317383;-13.214091300964355;-13.080024719238281;-6.11676025390625;-8.450536727905273;-4.564609527587891;-7.132768630981445;-4.260228157043457,-0.8557329177856445;-0.037833213806152344;-1.0378475189208984;-4.347009658813477;-6.326539516448975;-0.24876976013183594;-0.22053909301757812;-0.0877981185913086;-4.746649742126465;-0.09517478942871094,-0.1440887451171875;-0.4224853515625;-0.6736183166503906;-4.771816253662109;-6.852607727050781;-0.18645477294921875;-0.019500732421875;-0.04297637939453125;-2.4390602111816406;-0.13140106201171875
He is attentive means that he is attentive.,attentive-inattentive,y,pp,n,mf,0.0;-3.1556758880615234;-11.194842338562012;-12.330528259277344;-1.2065916061401367;-0.3131847381591797;-0.9133424758911133;-1.8906593322753906;-3.5141172409057617,0.0;-2.2657394409179688;-11.469253540039062;-9.440216064453125;-2.888591766357422;-4.558864593505859;-4.3052978515625;-12.01904296875;-6.137325286865234,-0.8298540115356445;-1.6304740905761719;-0.019353866577148438;-5.860936641693115;-0.16672229766845703;-0.2921571731567383;-0.04427337646484375;-0.012451171875;-0.14258956909179688,-0.4743499755859375;-1.0233879089355469;-2.5562591552734375;-7.43231201171875;-0.09377288818359375;-0.33039093017578125;-0.10010528564453125;-2.844463348388672;-0.1320037841796875
He is inattentive means that he is inattentive.,attentive-inattentive,y,mm,n,mf,0.0;-3.1556758880615234;-14.812237739562988;-12.043992042541504;-1.1462860107421875;-0.41497135162353516;-0.9940118789672852;-4.769167900085449;-3.2523012161254883,0.0;-3.8653335571289062;-54.15258026123047;-8.837699890136719;-2.1259307861328125;-5.4468841552734375;-4.567840576171875;-52.21824645996094;-4.391162872314453,-0.9869089126586914;-0.5133380889892578;-0.03438568115234375;-4.916418552398682;-0.12349605560302734;-0.30319881439208984;-0.09433555603027344;-0.0200958251953125;-0.13478469848632812,-0.9279403686523438;-1.0121841430664062;-0.3495979309082031;-6.402214050292969;-0.04399871826171875;-0.203338623046875;-0.08548736572265625;-0.006237030029296875;-0.2075653076171875
He is attentive means that he is inattentive.,attentive-inattentive,y,pm,n,mf,0.0;-3.1556758880615234;-11.194842338562012;-12.330528259277344;-1.2065916061401367;-0.3131847381591797;-0.9133424758911133;-8.624663352966309;-1.60198974609375,0.0;-5.5210113525390625;-9.743114471435547;-9.82151985168457;-4.631418228149414;-7.137807846069336;-5.990634918212891;-47.03811836242676;-3.7434654235839844,-0.5635786056518555;-0.7244882583618164;-0.04781150817871094;-7.692671298980713;-0.11463546752929688;-0.010554313659667969;-0.027513504028320312;-0.00531768798828125;-0.1499958038330078,-0.870208740234375;-0.9308624267578125;-4.907466888427734;-8.913970947265625;-0.08556365966796875;-0.4181976318359375;-0.08329010009765625;-0.24077606201171875;-0.13539886474609375
He is inattentive means that he is attentive.,attentive-inattentive,y,mp,n,mf,0.0;-3.1556758880615234;-14.812237739562988;-12.043991088867188;-1.146285057067871;-0.41497135162353516;-0.9940118789672852;-8.055344581604004;-3.6731624603271484,0.0;-4.724483489990234;-36.830284118652344;-9.966815948486328;-3.9630126953125;-4.323375701904297;-6.545463562011719;-13.290931701660156;-4.85972785949707,-0.9609518051147461;-2.9663925170898438;-0.2089977264404297;-7.332395553588867;-0.16512393951416016;-0.0137786865234375;-0.046558380126953125;-0.01136016845703125;-0.14248275756835938,-0.998779296875;-1.5184478759765625;-1.136260986328125;-8.481132507324219;-0.0776214599609375;-0.33465576171875;-0.1342010498046875;-7.404644012451172;-0.1600341796875
He is not attentive means that he is attentive.,attentive-inattentive,y,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.478567123413086;-11.655713081359863;-0.9019088745117188;-0.3545408248901367;-0.7978591918945312;-6.7482428550720215;-4.855570316314697,0.0;-4.092052459716797;-5.443611145019531;-10.604366302490234;-10.937065124511719;-2.3759536743164062;-4.322589874267578;-5.0330963134765625;-10.817806243896484;-5.035503387451172,-1.0463380813598633;-0.05169486999511719;-3.5728602409362793;-0.01494598388671875;-7.082974433898926;-0.2393054962158203;-0.4516792297363281;-0.09237098693847656;-0.02436065673828125;-0.1337718963623047,-0.5570220947265625;-0.5613784790039062;-2.2222023010253906;-2.4991493225097656;-7.792533874511719;-0.1405181884765625;-0.1271514892578125;-0.0650787353515625;-6.520839691162109;-0.1294097900390625
He is not inattentive means that he is inattentive.,attentive-inattentive,y,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-14.801705837249756;-12.083049774169922;-0.8441705703735352;-0.35634517669677734;-0.9625158309936523;-5.08424186706543;-2.8994712829589844,0.0;-3.8177528381347656;-6.212953567504883;-54.62527275085449;-12.080902099609375;-5.906486511230469;-7.414524078369141;-4.97479248046875;-46.70983409881592;-4.7431640625,-0.7867603302001953;-0.02787017822265625;-2.385491371154785;-0.05328655242919922;-5.569818019866943;-0.1123495101928711;-0.15377235412597656;-0.06809425354003906;-0.022371292114257812;-0.11759757995605469,-0.7361602783203125;-0.8053512573242188;-2.516834259033203;-0.0671539306640625;-7.2266998291015625;-0.08453369140625;-0.14887237548828125;-0.08480072021484375;-0.01987457275390625;-0.13257598876953125
He is not attentive means that he is inattentive.,attentive-inattentive,y,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.478567123413086;-11.65571403503418;-0.9019088745117188;-0.3545408248901367;-0.7978591918945312;-5.393374919891357;-1.4994773864746094,0.0;-3.939727783203125;-4.5728607177734375;-10.942824363708496;-11.23910903930664;-6.946708679199219;-7.7761383056640625;-5.595073699951172;-40.86357879638672;-4.109657287597656,-0.15212440490722656;-0.0104217529296875;-2.0962982177734375;-0.03210258483886719;-6.584749221801758;-0.08894538879394531;-0.010578155517578125;-0.04042243957519531;-0.0043468475341796875;-0.09716033935546875,-0.5320816040039062;-0.350555419921875;-0.40465545654296875;-3.3338623046875;-6.101799011230469;-0.04296875;-0.0323333740234375;-0.03289031982421875;-0.09003829956054688;-0.09490203857421875
He is not inattentive means that he is attentive.,attentive-inattentive,y,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-14.801705837249756;-12.083049774169922;-0.8441696166992188;-0.35634517669677734;-0.9625167846679688;-6.237800598144531;-2.5259504318237305,0.0;-3.5293149948120117;-2.938094139099121;-41.72630167007446;-8.953954696655273;-6.801995277404785;-6.6788330078125;-7.768205642700195;-7.529642581939697;-4.907772064208984,-0.3139476776123047;-0.015587806701660156;-1.8270645141601562;-1.7814645767211914;-7.498420715332031;-0.2556924819946289;-0.011526107788085938;-0.034210205078125;-0.01055908203125;-0.1106109619140625,-0.3875579833984375;-0.349609375;-0.4066276550292969;-0.5185432434082031;-7.417736053466797;-0.2298431396484375;-0.04120635986328125;-0.10372161865234375;-6.7257843017578125;-0.12415313720703125
She is attentive means that she is attentive.,attentive-inattentive,y,pp,n,fm,0.0;-3.225691318511963;-11.1777982711792;-12.65143871307373;-1.2590065002441406;-0.3069486618041992;-1.1662120819091797;-2.238405227661133;-3.4480419158935547,0.0;-5.141599655151367;-9.131805419921875;-11.171297073364258;-4.276328086853027;-7.2708282470703125;-6.507663726806641;-10.567115783691406;-6.283384323120117,-0.7324275970458984;-1.2768707275390625;-0.024219512939453125;-6.363577365875244;-0.22179603576660156;-0.3022298812866211;-0.05833625793457031;-0.010103225708007812;-0.13466453552246094,-0.33000946044921875;-0.5163497924804688;-2.8591651916503906;-7.435749053955078;-0.0831298828125;-0.349273681640625;-0.08989715576171875;-3.0572052001953125;-0.14511871337890625
She is inattentive means that she is inattentive.,attentive-inattentive,y,mm,n,fm,0.0;-3.225691318511963;-14.746432304382324;-12.13658332824707;-1.2719173431396484;-0.3458118438720703;-1.0291757583618164;-4.8472137451171875;-3.3160552978515625,0.0;-3.2628936767578125;-49.98114776611328;-8.015068054199219;-1.9771461486816406;-5.47747802734375;-4.478481292724609;-48.81510925292969;-4.478507995605469,-0.8413486480712891;-0.44887638092041016;-0.032611846923828125;-5.1413726806640625;-0.12752342224121094;-0.47375965118408203;-0.10966968536376953;-0.019273757934570312;-0.13700294494628906,-0.6474151611328125;-0.6099433898925781;-0.3936882019042969;-6.545619964599609;-0.04482269287109375;-0.13083648681640625;-0.072906494140625;-0.00738525390625;-0.18889617919921875
She is attentive means that she is inattentive.,attentive-inattentive,y,pm,n,fm,0.0;-3.225691318511963;-11.1777982711792;-12.65143871307373;-1.2590065002441406;-0.3069486618041992;-1.1662120819091797;-8.613664150238037;-1.5635137557983398,0.0;-4.0199127197265625;-10.278861999511719;-8.085273742675781;-3.6471824645996094;-5.470298767089844;-4.896308898925781;-44.374996185302734;-2.7796859741210938,-0.40924644470214844;-0.4722108840942383;-0.052463531494140625;-7.736706733703613;-0.11028671264648438;-0.01499176025390625;-0.03763866424560547;-0.00534820556640625;-0.10278892517089844,-0.5636138916015625;-0.5992965698242188;-5.412189483642578;-8.7901611328125;-0.0788421630859375;-0.6963424682617188;-0.07299041748046875;-0.288482666015625;-0.16461944580078125
She is inattentive means that she is attentive.,attentive-inattentive,y,mp,n,fm,0.0;-3.225691318511963;-14.746432304382324;-12.136580467224121;-1.2719202041625977;-0.3458118438720703;-1.0291767120361328;-7.600144386291504;-3.388859748840332,0.0;-3.2448501586914062;-36.4832763671875;-8.204357147216797;-2.881633758544922;-4.937282562255859;-4.011821746826172;-15.238643646240234;-5.575711250305176,-0.6176767349243164;-2.128864288330078;-0.1448535919189453;-7.744731903076172;-0.1513967514038086;-0.02310466766357422;-0.07142066955566406;-0.011312484741210938;-0.10536575317382812,-0.5675430297851562;-0.9809989929199219;-1.3283653259277344;-8.308822631835938;-0.07884979248046875;-0.49782562255859375;-0.134063720703125;-7.250907897949219;-0.14302825927734375
She is not attentive means that she is attentive.,attentive-inattentive,y,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.96279525756836;-11.668383598327637;-0.9672574996948242;-0.4605426788330078;-1.1100406646728516;-6.61985445022583;-4.027712821960449,0.0;-2.5460166931152344;-5.853305816650391;-12.599956512451172;-10.80819320678711;-2.4719009399414062;-3.8726158142089844;-3.071746826171875;-11.893020629882812;-5.0121002197265625,-0.7992229461669922;-0.05765247344970703;-3.722054958343506;-0.017978668212890625;-7.37208366394043;-0.2500267028808594;-0.5471735000610352;-0.12979412078857422;-0.017942428588867188;-0.1274242401123047,-0.37815093994140625;-0.4596405029296875;-1.9989814758300781;-2.9172134399414062;-7.806083679199219;-0.11780548095703125;-0.2695770263671875;-0.06707000732421875;-6.700626373291016;-0.141204833984375
She is not inattentive means that she is inattentive.,attentive-inattentive,y,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-14.544540405273438;-12.111413955688477;-0.9855804443359375;-0.29245662689208984;-1.020090103149414;-5.740945816040039;-3.2429399490356445,0.0;-3.84979248046875;-4.915637016296387;-53.909085273742676;-12.034378051757812;-5.2941789627075195;-8.076399803161621;-4.265497207641602;-47.97486686706543;-4.880176544189453,-0.6348018646240234;-0.028612136840820312;-2.4794769287109375;-0.04122161865234375;-5.5637617111206055;-0.12460136413574219;-0.2196807861328125;-0.08289813995361328;-0.02203369140625;-0.11300468444824219,-0.3660430908203125;-0.5915756225585938;-2.625762939453125;-0.0412750244140625;-7.217052459716797;-0.0615386962890625;-0.18811798095703125;-0.079620361328125;-0.021709442138671875;-0.1379547119140625
She is not attentive means that she is inattentive.,attentive-inattentive,y,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.96279525756836;-11.66838550567627;-0.9672565460205078;-0.4605426788330078;-1.110041618347168;-5.301286220550537;-1.346114158630371,0.0;-3.7928619384765625;-4.681064605712891;-9.77754020690918;-10.558666229248047;-6.447120666503906;-7.567251205444336;-4.779308319091797;-38.886619567871094;-4.536464691162109,-0.1621561050415039;-0.014118194580078125;-1.9963397979736328;-0.029279708862304688;-6.6554155349731445;-0.08498477935791016;-0.011221885681152344;-0.055812835693359375;-0.0046901702880859375;-0.06386566162109375,-0.2577667236328125;-0.31232452392578125;-0.37070465087890625;-3.7248992919921875;-6.0720367431640625;-0.03619384765625;-0.05959320068359375;-0.02823638916015625;-0.12612533569335938;-0.0991668701171875
